stage_history_id,opportunity_id,from_stage,to_stage,stage_entered_date,stage_exited_date,days_in_stage,changed_by_user_id,is_regression
SH-9044,OPP-4758,Qualified Lead,Negotiation,2016-03-26,2016-04-13,18.0,USR-3024,0
SH-9045,OPP-4758,Opportunity,Negotiation,2016-04-13,2016-03-29,21.0,USR-3024,0
SH-9046,OPP-4759,,Qualified Lead,2022-12-27,2023-01-05,9.0,USR-3004,0
SH-9047,OPP-4759,Lead,Opportunity,2023-01-05,2023-01-19,14.0,USR-3004,0
SH-9048,OPP-4759,Qualified Lead,Negotiation,2023-01-19,2023-02-04,16.0,USR-3004,0
SH-9049,OPP-4759,Opportunity,Negotiation,2023-02-04,2023-02-12,16.0,USR-3004,0
SH-9050,OPP-4760,,Qualified Lead,2019-04-28,2019-05-01,3.0,USR-3046,0
SH-9051,OPP-4760,Lead,Opportunity,2019-05-01,2019-05-20,19.0,USR-3046,0
SH-9052,OPP-4760,Qualified Lead,Negotiation,2019-05-20,2019-07-21,62.0,USR-3046,0
SH-9053,OPP-4760,Opportunity,Negotiation,2019-07-21,2019-05-31,30.0,USR-3046,0
SH-9054,OPP-4761,,Qualified Lead,2020-10-20,2020-10-28,8.0,USR-3011,0
SH-9055,OPP-4761,Lead,Opportunity,2020-10-28,2020-11-04,7.0,USR-3011,0
SH-9056,OPP-4761,Qualified Lead,Negotiation,2020-11-04,2021-01-06,63.0,USR-3011,0
SH-9057,OPP-4761,Opportunity,Negotiation,2021-01-06,2020-12-10,45.0,USR-3011,0
SH-9058,OPP-4762,,Qualified Lead,2020-09-19,2020-09-22,3.0,USR-3044,0
SH-9059,OPP-4762,Lead,Opportunity,2020-09-22,2020-10-04,12.0,USR-3044,0
SH-9060,OPP-4762,Qualified Lead,Negotiation,2020-10-04,2020-10-24,20.0,USR-3044,0
SH-9061,OPP-4762,Opportunity,Negotiation,2020-10-24,2020-12-15,22.0,USR-3044,0
SH-9062,OPP-4763,,Qualified Lead,2021-09-19,2021-09-23,4.0,USR-3029,0
SH-9063,OPP-4763,Lead,Opportunity,2021-09-23,2021-10-09,16.0,USR-3029,0
SH-9064,OPP-4763,Qualified Lead,Negotiation,2021-10-09,2021-10-19,10.0,USR-3029,0
SH-9065,OPP-4763,Opportunity,Negotiation,2021-10-19,2021-10-26,10.0,USR-3029,0
SH-9066,OPP-4764,,Qualified Lead,2024-12-04,2024-12-15,11.0,USR-3069,0
SH-9067,OPP-4764,Lead,Opportunity,2024-12-15,2024-12-31,20.0,USR-3069,0
SH-9068,OPP-4764,Qualified Lead,Negotiation,2024-12-31,2024-12-31,61.0,USR-3069,0
SH-9069,OPP-4764,Opportunity,Negotiation,2024-12-31,2024-12-31,31.0,USR-3069,0
SH-9070,OPP-4765,,Qualified Lead,2020-03-25,2020-03-30,5.0,USR-3043,0
SH-9071,OPP-4765,Lead,Opportunity,2020-03-30,2020-04-08,9.0,USR-3043,0
SH-9072,OPP-4765,Qualified Lead,Negotiation,2020-04-08,2020-05-13,35.0,USR-3043,0
SH-9073,OPP-4765,Opportunity,Negotiation,2020-05-13,2020-05-24,10.0,USR-3043,0
SH-9074,OPP-4766,,Qualified Lead,2019-09-12,2019-09-22,10.0,USR-3070,0
SH-9075,OPP-4766,Lead,Opportunity,2019-09-22,2019-09-27,5.0,USR-3070,0
SH-9076,OPP-4766,Qualified Lead,Negotiation,2019-09-27,2019-10-24,27.0,USR-3070,0
SH-9077,OPP-4766,Opportunity,Negotiation,2019-10-24,2019-11-24,21.0,USR-3070,0
SH-9078,OPP-4767,,Qualified Lead,2019-08-28,2019-09-09,12.0,USR-3076,0
SH-9079,OPP-4767,Lead,Opportunity,2019-09-09,2019-09-29,20.0,USR-3076,0
SH-9080,OPP-4767,Qualified Lead,Negotiation,2019-09-29,2019-11-21,53.0,USR-3076,0
SH-9081,OPP-4767,Opportunity,Negotiation,2019-11-21,2019-12-03,9.0,USR-3076,0
SH-9082,OPP-4768,,Qualified Lead,2022-12-07,2022-12-14,7.0,USR-3032,0
SH-9083,OPP-4768,Lead,Opportunity,2022-12-14,2022-12-21,7.0,USR-3032,0
SH-9084,OPP-4768,Qualified Lead,Negotiation,2022-12-21,2023-01-23,33.0,USR-3032,0
SH-9085,OPP-4768,Opportunity,Negotiation,2023-01-23,2023-01-11,10.0,USR-3032,0
SH-9086,OPP-4769,,Qualified Lead,2024-10-09,2024-10-19,10.0,USR-3052,0
SH-9087,OPP-4769,Lead,Opportunity,2024-10-19,2024-10-30,11.0,USR-3052,0
SH-9088,OPP-4769,Qualified Lead,Negotiation,2024-10-30,2024-11-30,31.0,USR-3052,0
SH-9089,OPP-4769,Opportunity,Negotiation,2024-11-30,2024-12-02,8.0,USR-3052,0
SH-9090,OPP-4770,,Qualified Lead,2021-04-01,2021-04-07,6.0,USR-3005,0
SH-9091,OPP-4770,Lead,Opportunity,2021-04-07,2021-04-22,15.0,USR-3005,0
SH-9092,OPP-4770,Qualified Lead,Negotiation,2021-04-22,2021-05-22,30.0,USR-3005,0
SH-9093,OPP-4770,Opportunity,Negotiation,2021-05-22,2021-04-20,23.0,USR-3005,0
SH-9094,OPP-4771,,Qualified Lead,2016-09-27,2016-10-09,12.0,USR-3069,0
SH-9095,OPP-4771,Lead,Opportunity,2016-10-09,2016-10-29,20.0,USR-3069,0
SH-9096,OPP-4771,Qualified Lead,Negotiation,2016-10-29,2016-12-31,63.0,USR-3069,0
SH-9097,OPP-4771,Opportunity,Negotiation,2016-12-31,2016-12-13,18.0,USR-3069,0
SH-9098,OPP-4772,,Qualified Lead,2024-05-15,2024-05-18,3.0,USR-3002,0
SH-9099,OPP-4772,Lead,Opportunity,2024-05-18,2024-05-30,12.0,USR-3002,0
SH-9100,OPP-4772,Qualified Lead,Negotiation,2024-05-30,2024-06-09,10.0,USR-3002,0
SH-9101,OPP-4772,Opportunity,Negotiation,2024-06-09,2024-06-21,15.0,USR-3002,0
SH-9102,OPP-4773,,Qualified Lead,2018-05-01,2018-05-03,2.0,USR-3053,0
SH-9103,OPP-4773,Lead,Opportunity,2018-05-03,2018-05-10,7.0,USR-3053,0
SH-9104,OPP-4773,Qualified Lead,Negotiation,2018-05-10,2018-06-06,27.0,USR-3053,0
SH-9105,OPP-4773,Opportunity,Negotiation,2018-06-06,2018-07-01,18.0,USR-3053,0
SH-9106,OPP-4774,,Qualified Lead,2023-06-05,2023-06-12,7.0,USR-3030,0
SH-9107,OPP-4774,Lead,Opportunity,2023-06-12,2023-06-22,10.0,USR-3030,0
SH-9108,OPP-4774,Qualified Lead,Negotiation,2023-06-22,2023-07-17,25.0,USR-3030,0
SH-9109,OPP-4774,Opportunity,Negotiation,2023-07-17,2023-08-01,14.0,USR-3030,0
SH-9110,OPP-4775,,Qualified Lead,2023-04-13,2023-04-23,10.0,USR-3063,0
SH-9111,OPP-4775,Lead,Opportunity,2023-04-23,2023-05-12,19.0,USR-3063,0
SH-9112,OPP-4775,Qualified Lead,Negotiation,2023-05-12,2023-06-03,22.0,USR-3063,0
SH-9113,OPP-4775,Opportunity,Negotiation,2023-06-03,2023-06-13,18.0,USR-3063,0
SH-9114,OPP-4776,,Qualified Lead,2022-03-12,2022-03-21,9.0,USR-3011,0
SH-9115,OPP-4776,Lead,Opportunity,2022-03-21,2022-03-31,10.0,USR-3011,0
SH-9116,OPP-4776,Qualified Lead,Negotiation,2022-03-31,2022-04-15,15.0,USR-3011,0
SH-9117,OPP-4776,Opportunity,Negotiation,2022-04-15,2022-03-26,15.0,USR-3011,0
SH-9118,OPP-4777,,Qualified Lead,2016-03-13,2016-03-23,10.0,USR-3065,0
SH-9119,OPP-4777,Lead,Opportunity,2016-03-23,2016-04-09,17.0,USR-3065,0
SH-9120,OPP-4777,Qualified Lead,Negotiation,2016-04-09,2016-04-29,20.0,USR-3065,0
SH-9121,OPP-4777,Opportunity,Negotiation,2016-04-29,2016-05-15,7.0,USR-3065,0
SH-9122,OPP-4778,,Qualified Lead,2017-04-03,2017-04-13,10.0,USR-3054,0
SH-9123,OPP-4778,Lead,Opportunity,2017-04-13,2017-04-27,14.0,USR-3054,0
SH-9124,OPP-4778,Qualified Lead,Negotiation,2017-04-27,2017-05-10,13.0,USR-3054,0
SH-9125,OPP-4778,Opportunity,Negotiation,2017-05-10,2017-06-07,8.0,USR-3054,0
SH-9126,OPP-4779,,Qualified Lead,2024-02-09,2024-02-21,12.0,USR-3062,0
SH-9127,OPP-4779,Lead,Opportunity,2024-02-21,2024-03-08,16.0,USR-3062,0
SH-9128,OPP-4779,Qualified Lead,Negotiation,2024-03-08,2024-04-12,35.0,USR-3062,0
SH-9129,OPP-4779,Opportunity,Negotiation,2024-04-12,2024-03-31,25.0,USR-3062,0
SH-9130,OPP-4780,,Lead,2024-10-16,,12.0,USR-3022,0
SH-9131,OPP-4781,,Qualified Lead,2018-12-14,2018-12-18,4.0,USR-3046,0
SH-9132,OPP-4781,Lead,Opportunity,2018-12-18,2018-12-28,10.0,USR-3046,0
SH-9133,OPP-4781,Qualified Lead,Negotiation,2018-12-28,2019-01-15,18.0,USR-3046,0
SH-9134,OPP-4781,Opportunity,Negotiation,2019-01-15,2019-02-10,25.0,USR-3046,0
SH-9135,OPP-4782,,Qualified Lead,2024-11-06,2024-11-12,6.0,USR-3070,0
SH-9136,OPP-4782,Lead,Opportunity,2024-11-12,2024-11-25,13.0,USR-3070,0
SH-9137,OPP-4782,Qualified Lead,Negotiation,2024-11-25,2024-12-30,35.0,USR-3070,0
SH-9138,OPP-4782,Opportunity,Negotiation,2024-12-30,2024-12-31,15.0,USR-3070,0
SH-9139,OPP-4782,Negotiation,Opportunity,2025-01-04,,,USR-3070,1
SH-9140,OPP-4783,,Qualified Lead,2020-12-04,2020-12-12,8.0,USR-3057,0
SH-9141,OPP-4783,Lead,Opportunity,2020-12-12,2020-12-19,7.0,USR-3057,0
SH-9142,OPP-4783,Qualified Lead,Negotiation,2020-12-19,2021-01-09,21.0,USR-3057,0
SH-9143,OPP-4783,Opportunity,Negotiation,2021-01-09,2021-01-26,25.0,USR-3057,0
SH-9144,OPP-4784,,Qualified Lead,2020-03-22,2020-03-26,4.0,USR-3036,0
SH-9145,OPP-4784,Lead,Opportunity,2020-03-26,2020-04-04,9.0,USR-3036,0
SH-9146,OPP-4784,Qualified Lead,Negotiation,2020-04-04,2020-04-15,11.0,USR-3036,0
SH-9147,OPP-4784,Opportunity,Negotiation,2020-04-15,2020-06-04,25.0,USR-3036,0
SH-9148,OPP-4785,,Qualified Lead,2021-07-04,2021-07-12,8.0,USR-3028,0
SH-9149,OPP-4785,Lead,Opportunity,2021-07-12,2021-07-25,13.0,USR-3028,0
SH-9150,OPP-4785,Qualified Lead,Negotiation,2021-07-25,2021-08-21,27.0,USR-3028,0
SH-9151,OPP-4785,Opportunity,Negotiation,2021-08-21,2021-08-10,19.0,USR-3028,0
SH-9152,OPP-4786,,Qualified Lead,2023-12-18,2023-12-23,5.0,USR-3014,0
SH-9153,OPP-4786,Lead,Opportunity,2023-12-23,2024-01-02,10.0,USR-3014,0
SH-9154,OPP-4786,Qualified Lead,Negotiation,2024-01-02,2024-01-23,21.0,USR-3014,0
SH-9155,OPP-4786,Opportunity,Negotiation,2024-01-23,2024-02-04,17.0,USR-3014,0
SH-9156,OPP-4787,,Qualified Lead,2023-11-20,2023-11-23,3.0,USR-3062,0
SH-9157,OPP-4787,Lead,Opportunity,2023-11-23,2023-12-07,14.0,USR-3062,0
SH-9158,OPP-4787,Qualified Lead,Negotiation,2023-12-07,2023-12-31,24.0,USR-3062,0
SH-9159,OPP-4787,Opportunity,Negotiation,2023-12-31,2024-02-24,18.0,USR-3062,0
SH-9160,OPP-4788,,Qualified Lead,2022-05-15,2022-05-18,3.0,USR-3038,0
SH-9161,OPP-4788,Lead,Opportunity,2022-05-18,2022-06-07,20.0,USR-3038,0
SH-9162,OPP-4788,Qualified Lead,Negotiation,2022-06-07,2022-06-22,15.0,USR-3038,0
SH-9163,OPP-4788,Opportunity,Negotiation,2022-06-22,2022-07-10,15.0,USR-3038,0
SH-9164,OPP-4789,,Qualified Lead,2020-04-25,2020-04-27,2.0,USR-3014,0
SH-9165,OPP-4789,Lead,Opportunity,2020-04-27,2020-05-13,16.0,USR-3014,0
SH-9166,OPP-4789,Qualified Lead,Negotiation,2020-05-13,2020-05-27,14.0,USR-3014,0
SH-9167,OPP-4789,Opportunity,Negotiation,2020-05-27,2020-06-13,39.0,USR-3014,0
SH-9168,OPP-4790,,Qualified Lead,2020-03-20,2020-03-30,10.0,USR-3059,0
SH-9169,OPP-4790,Lead,Opportunity,2020-03-30,2020-04-05,6.0,USR-3059,0
SH-9170,OPP-4790,Qualified Lead,Negotiation,2020-04-05,2020-05-02,27.0,USR-3059,0
SH-9171,OPP-4790,Opportunity,Negotiation,2020-05-02,2020-04-29,20.0,USR-3059,0
SH-9172,OPP-4791,,Qualified Lead,2022-01-21,2022-01-30,9.0,USR-3010,0
SH-9173,OPP-4791,Lead,Opportunity,2022-01-30,2022-02-04,5.0,USR-3010,0
SH-9174,OPP-4791,Qualified Lead,Negotiation,2022-02-04,2022-03-02,26.0,USR-3010,0
SH-9175,OPP-4791,Opportunity,Negotiation,2022-03-02,2022-02-17,22.0,USR-3010,0
SH-9176,OPP-4792,,Qualified Lead,2020-09-22,2020-09-27,5.0,USR-3075,0
SH-9177,OPP-4792,Lead,Opportunity,2020-09-27,2020-10-12,15.0,USR-3075,0
SH-9178,OPP-4792,Qualified Lead,Negotiation,2020-10-12,2020-10-29,17.0,USR-3075,0
SH-9179,OPP-4792,Opportunity,Negotiation,2020-10-29,2020-11-18,23.0,USR-3075,0
SH-9180,OPP-4793,,Qualified Lead,2017-08-15,2017-08-24,9.0,USR-3026,0
SH-9181,OPP-4793,Lead,Opportunity,2017-08-24,2017-09-04,11.0,USR-3026,0
SH-9182,OPP-4793,Qualified Lead,Negotiation,2017-09-04,2017-09-18,14.0,USR-3026,0
SH-9183,OPP-4793,Opportunity,Negotiation,2017-09-18,2017-09-05,15.0,USR-3026,0
SH-9184,OPP-4794,,Qualified Lead,2023-11-08,2023-11-10,2.0,USR-3050,0
SH-9185,OPP-4794,Lead,Opportunity,2023-11-10,2023-11-26,16.0,USR-3050,0
SH-9186,OPP-4794,Qualified Lead,Negotiation,2023-11-26,2024-01-04,39.0,USR-3050,0
SH-9187,OPP-4794,Opportunity,Negotiation,2024-01-04,2024-02-17,10.0,USR-3050,0
SH-9188,OPP-4795,,Qualified Lead,2023-12-06,2023-12-14,8.0,USR-3052,0
SH-9189,OPP-4795,Lead,Opportunity,2023-12-14,2023-12-30,16.0,USR-3052,0
SH-9190,OPP-4795,Qualified Lead,Negotiation,2023-12-30,2024-01-27,28.0,USR-3052,0
SH-9191,OPP-4795,Opportunity,Negotiation,2024-01-27,2024-01-14,18.0,USR-3052,0
SH-9192,OPP-4796,,Qualified Lead,2016-11-17,2016-11-24,7.0,USR-3011,0
SH-9193,OPP-4796,Lead,Opportunity,2016-11-24,2016-12-14,20.0,USR-3011,0
SH-9194,OPP-4796,Qualified Lead,Negotiation,2016-12-14,2016-12-24,10.0,USR-3011,0
SH-9195,OPP-4796,Opportunity,Negotiation,2016-12-24,2016-12-23,22.0,USR-3011,0
SH-9196,OPP-4797,,Qualified Lead,2015-05-16,2015-05-25,9.0,USR-3052,0
SH-9197,OPP-4797,Lead,Opportunity,2015-05-25,2015-06-04,10.0,USR-3052,0
SH-9198,OPP-4797,Qualified Lead,Negotiation,2015-06-04,2015-07-03,29.0,USR-3052,0
SH-9199,OPP-4797,Opportunity,Negotiation,2015-07-03,2015-07-14,7.0,USR-3052,0
SH-9200,OPP-4798,,Qualified Lead,2024-02-16,2024-02-24,8.0,USR-3002,0
SH-9201,OPP-4798,Lead,Opportunity,2024-02-24,2024-03-02,7.0,USR-3002,0
SH-9202,OPP-4798,Qualified Lead,Negotiation,2024-03-02,2024-03-14,12.0,USR-3002,0
SH-9203,OPP-4798,Opportunity,Negotiation,2024-03-14,2024-03-14,21.0,USR-3002,0
SH-9204,OPP-4799,,Qualified Lead,2019-05-15,2019-05-18,3.0,USR-3012,0
SH-9205,OPP-4799,Lead,Opportunity,2019-05-18,2019-05-30,12.0,USR-3012,0
SH-9206,OPP-4799,Qualified Lead,Negotiation,2019-05-30,2019-06-24,25.0,USR-3012,0
SH-9207,OPP-4799,Opportunity,Negotiation,2019-06-24,2019-06-24,8.0,USR-3012,0
SH-9208,OPP-4800,,Qualified Lead,2021-11-17,2021-11-25,8.0,USR-3032,0
SH-9209,OPP-4800,Lead,Opportunity,2021-11-25,2021-12-02,7.0,USR-3032,0
SH-9210,OPP-4800,Qualified Lead,Negotiation,2021-12-02,2022-01-05,34.0,USR-3032,0
SH-9211,OPP-4800,Opportunity,Negotiation,2022-01-05,2022-01-14,38.0,USR-3032,0
SH-9212,OPP-4801,,Qualified Lead,2015-06-15,2015-06-24,9.0,USR-3002,0
SH-9213,OPP-4801,Lead,Opportunity,2015-06-24,2015-07-04,10.0,USR-3002,0
SH-9214,OPP-4801,Qualified Lead,Negotiation,2015-07-04,2015-07-29,25.0,USR-3002,0
SH-9215,OPP-4801,Opportunity,Negotiation,2015-07-29,2015-07-29,8.0,USR-3002,0
SH-9216,OPP-4802,,Qualified Lead,2019-04-17,2019-04-23,6.0,USR-3071,0
SH-9217,OPP-4802,Lead,Opportunity,2019-04-23,2019-04-30,7.0,USR-3071,0
SH-9218,OPP-4802,Qualified Lead,Negotiation,2019-04-30,2019-05-11,11.0,USR-3071,0
SH-9219,OPP-4802,Opportunity,Negotiation,2019-05-11,2019-07-04,12.0,USR-3071,0
SH-9220,OPP-4803,,Qualified Lead,2024-11-19,2024-11-22,3.0,USR-3062,0
SH-9221,OPP-4803,Lead,Opportunity,2024-11-22,2024-11-27,5.0,USR-3062,0
SH-9222,OPP-4803,Qualified Lead,Negotiation,2024-11-27,2024-12-24,27.0,USR-3062,0
SH-9223,OPP-4803,Opportunity,Negotiation,2024-12-24,2024-12-17,13.0,USR-3062,0
SH-9224,OPP-4803,Negotiation,Opportunity,2025-01-02,,,USR-3062,1
SH-9225,OPP-4804,,Qualified Lead,2021-05-19,2021-05-23,4.0,USR-3026,0
SH-9226,OPP-4804,Lead,Opportunity,2021-05-23,2021-05-28,5.0,USR-3026,0
SH-9227,OPP-4804,Qualified Lead,Negotiation,2021-05-28,2021-07-25,58.0,USR-3026,0
SH-9228,OPP-4804,Opportunity,Negotiation,2021-07-25,2021-08-08,44.0,USR-3026,0
SH-9229,OPP-4805,,Qualified Lead,2024-01-28,2024-02-02,5.0,USR-3057,0
SH-9230,OPP-4805,Lead,Opportunity,2024-02-02,2024-02-10,8.0,USR-3057,0
SH-9231,OPP-4805,Qualified Lead,Negotiation,2024-02-10,2024-03-09,28.0,USR-3057,0
SH-9232,OPP-4805,Opportunity,Negotiation,2024-03-09,2024-04-06,14.0,USR-3057,0
SH-9233,OPP-4806,,Qualified Lead,2017-11-27,2017-12-03,6.0,USR-3048,0
SH-9234,OPP-4806,Lead,Opportunity,2017-12-03,2017-12-10,7.0,USR-3048,0
SH-9235,OPP-4806,Qualified Lead,Negotiation,2017-12-10,2018-01-14,35.0,USR-3048,0
SH-9236,OPP-4806,Opportunity,Negotiation,2018-01-14,2018-01-28,17.0,USR-3048,0
SH-9237,OPP-4807,,Qualified Lead,2022-07-24,2022-07-29,5.0,USR-3024,0
SH-9238,OPP-4807,Lead,Opportunity,2022-07-29,2022-08-05,7.0,USR-3024,0
SH-9239,OPP-4807,Qualified Lead,Negotiation,2022-08-05,2022-09-05,31.0,USR-3024,0
SH-9240,OPP-4807,Opportunity,Negotiation,2022-09-05,2022-08-20,9.0,USR-3024,0
SH-9241,OPP-4808,,Qualified Lead,2024-10-08,2024-10-18,10.0,USR-3059,0
SH-9242,OPP-4808,Lead,Opportunity,2024-10-18,2024-10-28,10.0,USR-3059,0
SH-9243,OPP-4808,Qualified Lead,Negotiation,2024-10-28,2024-11-14,17.0,USR-3059,0
SH-9244,OPP-4808,Opportunity,Negotiation,2024-11-14,2024-12-23,8.0,USR-3059,0
SH-9245,OPP-4809,,Qualified Lead,2024-05-03,2024-05-08,5.0,USR-3005,0
SH-9246,OPP-4809,Lead,Opportunity,2024-05-08,2024-05-15,7.0,USR-3005,0
SH-9247,OPP-4809,Qualified Lead,Negotiation,2024-05-15,2024-06-01,17.0,USR-3005,0
SH-9248,OPP-4809,Opportunity,Negotiation,2024-06-01,2024-06-14,25.0,USR-3005,0
SH-9249,OPP-4810,,Qualified Lead,2024-09-21,2024-10-02,11.0,USR-3004,0
SH-9250,OPP-4810,Lead,Opportunity,2024-10-02,2024-10-22,20.0,USR-3004,0
SH-9251,OPP-4810,Qualified Lead,Opportunity,2024-10-22,,15.0,USR-3004,0
SH-9252,OPP-4811,,Qualified Lead,2019-08-25,2019-09-03,9.0,USR-3058,0
SH-9253,OPP-4811,Lead,Opportunity,2019-09-03,2019-09-10,7.0,USR-3058,0
SH-9254,OPP-4811,Qualified Lead,Negotiation,2019-09-10,2019-09-26,16.0,USR-3058,0
SH-9255,OPP-4811,Opportunity,Negotiation,2019-09-26,2019-10-01,8.0,USR-3058,0
SH-9256,OPP-4812,,Qualified Lead,2021-05-05,2021-05-10,5.0,USR-3053,0
SH-9257,OPP-4812,Lead,Opportunity,2021-05-10,2021-05-30,20.0,USR-3053,0
SH-9258,OPP-4812,Qualified Lead,Negotiation,2021-05-30,2021-06-30,31.0,USR-3053,0
SH-9259,OPP-4812,Opportunity,Negotiation,2021-06-30,2021-06-17,19.0,USR-3053,0
SH-9260,OPP-4813,,Qualified Lead,2023-06-18,2023-06-20,2.0,USR-3048,0
SH-9261,OPP-4813,Lead,Opportunity,2023-06-20,2023-06-25,5.0,USR-3048,0
SH-9262,OPP-4813,Qualified Lead,Negotiation,2023-06-25,2023-07-05,10.0,USR-3048,0
SH-9263,OPP-4813,Opportunity,Negotiation,2023-07-05,2023-08-21,37.0,USR-3048,0
SH-9264,OPP-4814,,Qualified Lead,2024-12-11,2024-12-20,9.0,USR-3044,0
SH-9265,OPP-4814,Lead,Opportunity,2024-12-20,2024-12-31,18.0,USR-3044,0
SH-9266,OPP-4814,Qualified Lead,Negotiation,2024-12-31,2024-12-31,19.0,USR-3044,0
SH-9267,OPP-4814,Opportunity,Negotiation,2024-12-31,,12.0,USR-3044,0
SH-9268,OPP-4815,,Qualified Lead,2022-04-18,2022-04-27,9.0,USR-3038,0
SH-9269,OPP-4815,Lead,Opportunity,2022-04-27,2022-05-03,6.0,USR-3038,0
SH-9270,OPP-4815,Qualified Lead,Negotiation,2022-05-03,2022-06-20,48.0,USR-3038,0
SH-9271,OPP-4815,Opportunity,Negotiation,2022-06-20,2022-08-08,36.0,USR-3038,0
SH-9272,OPP-4816,,Qualified Lead,2023-07-24,2023-07-31,7.0,USR-3034,0
SH-9273,OPP-4816,Lead,Opportunity,2023-07-31,2023-08-09,9.0,USR-3034,0
SH-9274,OPP-4816,Qualified Lead,Negotiation,2023-08-09,2023-09-11,33.0,USR-3034,0
SH-9275,OPP-4816,Opportunity,Negotiation,2023-09-11,2023-09-28,22.0,USR-3034,0
SH-9276,OPP-4817,,Qualified Lead,2017-07-27,2017-08-07,11.0,USR-3065,0
SH-9277,OPP-4817,Lead,Opportunity,2017-08-07,2017-08-14,7.0,USR-3065,0
SH-9278,OPP-4817,Qualified Lead,Negotiation,2017-08-14,2017-08-30,16.0,USR-3065,0
SH-9279,OPP-4817,Opportunity,Negotiation,2017-08-30,2017-08-24,23.0,USR-3065,0
SH-9280,OPP-4818,,Qualified Lead,2024-10-07,2024-10-13,6.0,USR-3035,0
SH-9281,OPP-4818,Lead,Opportunity,2024-10-13,2024-10-20,7.0,USR-3035,0
SH-9282,OPP-4818,Qualified Lead,Opportunity,2024-10-20,,17.0,USR-3035,0
SH-9283,OPP-4819,,Qualified Lead,2020-11-28,2020-12-07,9.0,USR-3011,0
SH-9284,OPP-4819,Lead,Opportunity,2020-12-07,2020-12-20,13.0,USR-3011,0
SH-9285,OPP-4819,Qualified Lead,Negotiation,2020-12-20,2021-01-07,18.0,USR-3011,0
SH-9286,OPP-4819,Opportunity,Negotiation,2021-01-07,2020-12-23,24.0,USR-3011,0
SH-9287,OPP-4820,,Qualified Lead,2019-04-24,2019-05-01,7.0,USR-3058,0
SH-9288,OPP-4820,Lead,Opportunity,2019-05-01,2019-05-09,8.0,USR-3058,0
SH-9289,OPP-4820,Qualified Lead,Negotiation,2019-05-09,2019-06-13,35.0,USR-3058,0
SH-9290,OPP-4820,Opportunity,Negotiation,2019-06-13,2019-06-09,25.0,USR-3058,0
SH-9291,OPP-4821,,Qualified Lead,2018-05-10,2018-05-16,6.0,USR-3019,0
SH-9292,OPP-4821,Lead,Opportunity,2018-05-16,2018-05-26,10.0,USR-3019,0
SH-9293,OPP-4821,Qualified Lead,Negotiation,2018-05-26,2018-06-26,31.0,USR-3019,0
SH-9294,OPP-4821,Opportunity,Negotiation,2018-06-26,2018-06-29,14.0,USR-3019,0
SH-9295,OPP-4822,,Qualified Lead,2015-03-19,2015-03-25,6.0,USR-3002,0
SH-9296,OPP-4822,Lead,Opportunity,2015-03-25,2015-03-31,6.0,USR-3002,0
SH-9297,OPP-4822,Qualified Lead,Negotiation,2015-03-31,2015-04-21,21.0,USR-3002,0
SH-9298,OPP-4822,Opportunity,Negotiation,2015-04-21,2015-05-28,30.0,USR-3002,0
SH-9299,OPP-4823,,Qualified Lead,2022-04-01,2022-04-13,12.0,USR-3001,0
SH-9300,OPP-4823,Lead,Opportunity,2022-04-13,2022-04-29,16.0,USR-3001,0
SH-9301,OPP-4823,Qualified Lead,Negotiation,2022-04-29,2022-06-03,35.0,USR-3001,0
SH-9302,OPP-4823,Opportunity,Negotiation,2022-06-03,2022-05-15,17.0,USR-3001,0
SH-9303,OPP-4824,,Qualified Lead,2016-03-28,2016-03-30,2.0,USR-3004,0
SH-9304,OPP-4824,Lead,Opportunity,2016-03-30,2016-04-08,9.0,USR-3004,0
SH-9305,OPP-4824,Qualified Lead,Negotiation,2016-04-08,2016-05-08,30.0,USR-3004,0
SH-9306,OPP-4824,Opportunity,Negotiation,2016-05-08,2016-05-14,10.0,USR-3004,0
SH-9307,OPP-4825,,Qualified Lead,2020-02-06,2020-02-08,2.0,USR-3041,0
SH-9308,OPP-4825,Lead,Opportunity,2020-02-08,2020-02-27,19.0,USR-3041,0
SH-9309,OPP-4825,Qualified Lead,Negotiation,2020-02-27,2020-03-16,18.0,USR-3041,0
SH-9310,OPP-4825,Opportunity,Negotiation,2020-03-16,2020-03-14,24.0,USR-3041,0
SH-9311,OPP-4826,,Qualified Lead,2024-04-20,2024-04-23,3.0,USR-3058,0
SH-9312,OPP-4826,Lead,Opportunity,2024-04-23,2024-05-08,15.0,USR-3058,0
SH-9313,OPP-4826,Qualified Lead,Negotiation,2024-05-08,2024-06-06,29.0,USR-3058,0
SH-9314,OPP-4826,Opportunity,Negotiation,2024-06-06,2024-05-16,27.0,USR-3058,0
SH-9315,OPP-4827,,Qualified Lead,2023-02-25,2023-03-08,11.0,USR-3051,0
SH-9316,OPP-4827,Lead,Opportunity,2023-03-08,2023-03-26,18.0,USR-3051,0
SH-9317,OPP-4827,Qualified Lead,Negotiation,2023-03-26,2023-04-14,19.0,USR-3051,0
SH-9318,OPP-4827,Opportunity,Negotiation,2023-04-14,2023-04-06,28.0,USR-3051,0
SH-9319,OPP-4828,,Qualified Lead,2024-03-10,2024-03-12,2.0,USR-3073,0
SH-9320,OPP-4828,Lead,Opportunity,2024-03-12,2024-03-31,19.0,USR-3073,0
SH-9321,OPP-4828,Qualified Lead,Negotiation,2024-03-31,2024-05-01,31.0,USR-3073,0
