contract_id,opportunity_id,account_id,contract_start_date,contract_end_date,contract_duration_months,contract_value,payment_terms,signed_date,contract_status,has_royalty_clause,royalty_pct,royalty_threshold_usd,number_of_revisions
CON-8425,OPP-4596,ACC-1071,2018-11-16,2020-05-09,18,184000,Net 60,2018-11-16,Active,1,13.9,239000.0,1
CON-8426,OPP-4597,ACC-1155,2017-10-11,2019-04-04,18,108000,Monthly instalments,2017-10-11,Expired,0,,,2
CON-8427,OPP-4599,ACC-1176,2024-12-31,2026-06-24,18,138000,Net 30,2024-12-31,Cancelled,0,,,5
CON-8428,OPP-4600,ACC-1058,2023-06-18,2023-12-15,6,497500,Net 30,2023-06-18,Active,1,13.9,647000.0,0
CON-8429,OPP-4601,ACC-1118,2016-06-22,2016-12-19,6,68000,Upon signing,2016-06-22,Active,0,,,3
CON-8430,OPP-4602,ACC-1091,2021-12-29,2023-06-22,18,121500,50% upfront / 50% on delivery,2021-12-29,Active,0,,,3
CON-8431,OPP-4603,ACC-1075,2023-06-18,2025-06-07,24,89000,Net 60,2023-06-18,Active,0,,,3
CON-8432,OPP-4604,ACC-1166,2016-08-09,2018-07-30,24,156500,50% upfront / 50% on delivery,2016-08-09,Active,0,,,2
CON-8433,OPP-4607,ACC-1038,2022-03-02,2024-02-20,24,1200000,Upon signing,2022-03-02,Active,1,10.1,1560000.0,2
CON-8434,OPP-4608,ACC-1102,2021-11-07,2022-05-06,6,249500,Upon signing,2021-11-07,Expired,0,,,3
CON-8435,OPP-4609,ACC-1058,2016-11-16,2017-11-11,12,95500,50% upfront / 50% on delivery,2016-11-16,Active,0,,,1
CON-8436,OPP-4610,ACC-1035,2019-12-19,2021-06-11,18,206500,Net 60,2019-12-19,Expired,0,,,4
CON-8437,OPP-4612,ACC-1072,2021-09-28,2022-03-27,6,115000,Net 60,2021-09-28,Active,0,,,1
CON-8438,OPP-4613,ACC-1007,2022-10-30,2023-10-25,12,170000,Net 30,2022-10-30,Active,0,,,2
CON-8439,OPP-4614,ACC-1194,2023-10-28,2024-04-25,6,195500,50% upfront / 50% on delivery,2023-10-28,Active,1,12.2,254000.0,1
CON-8440,OPP-4615,ACC-1212,2024-06-08,2026-05-29,24,227000,Net 60,2024-06-08,Active,0,,,1
CON-8441,OPP-4617,ACC-1013,2018-07-01,2019-12-23,18,311000,Upon signing,2018-07-01,Renewed,1,8.8,404000.0,1
CON-8442,OPP-4619,ACC-1069,2015-09-29,2017-09-18,24,281500,Upon signing,2015-09-29,Expired,0,,,4
CON-8443,OPP-4623,ACC-1037,2022-07-09,2023-07-04,12,231500,Upon signing,2022-07-09,Active,0,,,2
CON-8444,OPP-4624,ACC-1174,2024-09-03,2026-02-25,18,227500,Monthly instalments,2024-09-03,Cancelled,0,,,5
CON-8445,OPP-4629,ACC-1002,2019-08-03,2020-01-30,6,241000,Net 30,2019-08-03,Renewed,0,,,5
CON-8446,OPP-4630,ACC-1179,2024-07-19,2026-07-09,24,123000,Upon signing,2024-07-19,Renewed,0,,,0
CON-8447,OPP-4631,ACC-1121,2021-04-04,2022-09-26,18,1200000,Net 60,2021-04-04,Renewed,1,7.9,1560000.0,0
CON-8448,OPP-4632,ACC-1082,2021-12-14,2023-12-04,24,683500,Upon signing,2021-12-14,Expired,1,7.8,889000.0,3
CON-8449,OPP-4635,ACC-1197,2015-05-07,2018-04-21,36,264500,50% upfront / 50% on delivery,2015-05-07,Active,0,,,2
CON-8450,OPP-4637,ACC-1017,2016-12-22,2017-12-17,12,199500,Monthly instalments,2016-12-22,Active,0,,,0
CON-8451,OPP-4638,ACC-1170,2021-01-25,2022-07-19,18,92000,50% upfront / 50% on delivery,2021-01-25,Renewed,0,,,4
CON-8452,OPP-4640,ACC-1122,2017-08-24,2019-02-15,18,103500,Net 30,2017-08-24,Expired,0,,,0
CON-8453,OPP-4641,ACC-1194,2022-03-18,2022-09-14,6,224000,50% upfront / 50% on delivery,2022-03-18,Renewed,1,10.9,291000.0,5
CON-8454,OPP-4642,ACC-1082,2015-11-06,2017-10-26,24,82000,Net 60,2015-11-06,Active,0,,,3
CON-8455,OPP-4643,ACC-1104,2018-10-20,2019-10-15,12,304000,Monthly instalments,2018-10-20,Expired,1,10.6,395000.0,2
CON-8456,OPP-4644,ACC-1100,2020-12-16,2023-12-01,36,143500,Monthly instalments,2020-12-16,Expired,0,,,3
CON-8457,OPP-4646,ACC-1144,2019-07-26,2021-01-16,18,281500,Net 60,2019-07-26,Renewed,1,14.8,366000.0,5
CON-8458,OPP-4647,ACC-1201,2023-11-10,2024-05-08,6,120500,Net 60,2023-11-10,Active,0,,,5
CON-8459,OPP-4648,ACC-1163,2019-01-11,2020-12-31,24,280000,Net 60,2019-01-11,Expired,0,,,4
CON-8460,OPP-4649,ACC-1117,2017-11-03,2018-10-29,12,251000,Monthly instalments,2017-11-03,Expired,0,,,5
CON-8461,OPP-4650,ACC-1126,2024-10-18,2026-10-08,24,496000,Net 30,2024-10-18,Renewed,1,6.5,645000.0,1
CON-8462,OPP-4653,ACC-1141,2023-05-10,2024-10-31,18,352500,Net 30,2023-05-10,Active,0,,,1
CON-8463,OPP-4654,ACC-1069,2017-05-25,2020-05-09,36,242500,Net 30,2017-05-25,Renewed,0,,,4
CON-8464,OPP-4655,ACC-1111,2020-05-31,2020-11-27,6,80500,Net 30,2020-05-31,Active,0,,,1
CON-8465,OPP-4656,ACC-1138,2018-11-22,2020-05-15,18,147500,Net 30,2018-11-22,Expired,0,,,3
CON-8466,OPP-4657,ACC-1153,2017-07-18,2020-07-02,36,221500,50% upfront / 50% on delivery,2017-07-18,Expired,0,,,5
CON-8467,OPP-4658,ACC-1006,2022-04-07,2022-10-04,6,215000,Net 30,2022-04-07,Expired,0,,,3
CON-8468,OPP-4659,ACC-1022,2018-06-02,2018-11-29,6,197500,Net 60,2018-06-02,Active,0,,,4
CON-8469,OPP-4660,ACC-1023,2016-11-02,2017-10-28,12,157500,50% upfront / 50% on delivery,2016-11-02,Active,0,,,5
CON-8470,OPP-4661,ACC-1047,2020-04-27,2023-04-12,36,1188500,50% upfront / 50% on delivery,2020-04-27,Renewed,1,12.2,1545000.0,3
CON-8471,OPP-4663,ACC-1039,2018-03-22,2019-03-17,12,350000,Net 30,2018-03-22,Renewed,0,,,0
CON-8472,OPP-4664,ACC-1216,2018-10-14,2019-04-12,6,63500,Net 60,2018-10-14,Expired,0,,,1
CON-8473,OPP-4665,ACC-1193,2016-06-27,2017-12-19,18,71000,Net 30,2016-06-27,Active,0,,,3
CON-8474,OPP-4667,ACC-1029,2020-06-24,2021-12-16,18,87000,Upon signing,2020-06-24,Expired,0,,,3
CON-8475,OPP-4669,ACC-1118,2020-02-04,2021-07-28,18,166500,Net 60,2020-02-04,Expired,0,,,0
CON-8476,OPP-4671,ACC-1002,2017-12-25,2018-12-20,12,851500,Net 60,2017-12-25,Active,1,9.7,1107000.0,0
CON-8477,OPP-4674,ACC-1049,2021-09-03,2023-08-24,24,159000,Upon signing,2021-09-03,Active,0,,,5
CON-8478,OPP-4675,ACC-1201,2019-01-13,2021-01-02,24,97000,Net 30,2019-01-13,Expired,0,,,3
CON-8479,OPP-4676,ACC-1147,2022-07-20,2025-07-04,36,678500,Monthly instalments,2022-07-20,Renewed,1,9.5,882000.0,3
CON-8480,OPP-4677,ACC-1069,2024-06-26,2027-06-11,36,64000,Upon signing,2024-06-26,Active,0,,,4
CON-8481,OPP-4678,ACC-1063,2024-12-31,2026-06-24,18,625500,50% upfront / 50% on delivery,2024-12-31,Renewed,1,6.0,813000.0,5
CON-8482,OPP-4679,ACC-1198,2024-04-19,2025-04-14,12,308000,50% upfront / 50% on delivery,2024-04-19,Active,0,,,5
CON-8483,OPP-4683,ACC-1027,2022-12-08,2023-06-06,6,638500,Upon signing,2022-12-08,Renewed,1,6.6,830000.0,2
CON-8484,OPP-4684,ACC-1024,2022-10-31,2023-04-29,6,82500,50% upfront / 50% on delivery,2022-10-31,Expired,0,,,0
CON-8485,OPP-4686,ACC-1015,2018-01-03,2018-12-29,12,216500,Net 30,2018-01-03,Renewed,0,,,1
CON-8486,OPP-4687,ACC-1164,2024-05-16,2027-05-01,36,314000,Monthly instalments,2024-05-16,Expired,0,,,1
CON-8487,OPP-4689,ACC-1106,2022-01-30,2025-01-14,36,500000,50% upfront / 50% on delivery,2022-01-30,Active,0,,,4
CON-8488,OPP-4690,ACC-1009,2022-12-10,2023-12-05,12,217500,Net 60,2022-12-10,Cancelled,0,,,3
CON-8489,OPP-4691,ACC-1070,2024-12-31,2026-12-21,24,245000,50% upfront / 50% on delivery,2024-12-31,Expired,0,,,1
CON-8490,OPP-4693,ACC-1209,2022-09-14,2024-03-07,18,143500,Monthly instalments,2022-09-14,Active,0,,,4
CON-8491,OPP-4695,ACC-1073,2024-12-31,2025-06-29,6,202000,Monthly instalments,2024-12-31,Renewed,0,,,3
CON-8492,OPP-4697,ACC-1163,2016-03-30,2016-09-26,6,187500,Net 30,2016-03-30,Renewed,0,,,2
CON-8493,OPP-4698,ACC-1196,2021-08-27,2023-02-18,18,111500,50% upfront / 50% on delivery,2021-08-27,Active,0,,,0
CON-8494,OPP-4701,ACC-1142,2020-10-20,2022-10-10,24,171500,Net 60,2020-10-20,Active,0,,,0
CON-8495,OPP-4702,ACC-1080,2016-12-26,2018-06-19,18,167500,Upon signing,2016-12-26,Expired,0,,,2
CON-8496,OPP-4703,ACC-1062,2021-09-16,2023-09-06,24,293500,Net 60,2021-09-16,Renewed,1,5.4,382000.0,3
CON-8497,OPP-4704,ACC-1019,2019-09-06,2020-08-31,12,51500,Net 60,2019-09-06,Renewed,0,,,1
CON-8498,OPP-4705,ACC-1134,2019-03-14,2020-09-04,18,280000,Net 30,2019-03-14,Active,0,,,3
CON-8499,OPP-4708,ACC-1203,2016-05-17,2016-11-13,6,175000,Monthly instalments,2016-05-17,Active,0,,,0
CON-8500,OPP-4710,ACC-1074,2018-01-24,2021-01-08,36,249000,Net 60,2018-01-24,Expired,0,,,2
CON-8501,OPP-4711,ACC-1103,2023-12-22,2025-06-14,18,500000,Net 30,2023-12-22,Active,0,,,2
CON-8502,OPP-4712,ACC-1190,2023-11-25,2024-11-19,12,94500,Net 60,2023-11-25,Active,0,,,1
CON-8503,OPP-4713,ACC-1087,2020-05-14,2020-11-10,6,100000,Net 60,2020-05-14,Cancelled,0,,,4
CON-8504,OPP-4715,ACC-1118,2017-01-08,2017-07-07,6,47500,Upon signing,2017-01-08,Expired,0,,,0
CON-8505,OPP-4717,ACC-1004,2022-07-11,2024-01-02,18,85500,Upon signing,2022-07-11,Active,0,,,4
CON-8506,OPP-4719,ACC-1038,2019-12-11,2020-06-08,6,446000,Monthly instalments,2019-12-11,Expired,1,6.8,580000.0,2
CON-8507,OPP-4720,ACC-1150,2022-11-06,2025-10-21,36,200500,Monthly instalments,2022-11-06,Expired,0,,,2
CON-8508,OPP-4722,ACC-1105,2016-12-31,2019-12-16,36,246500,Monthly instalments,2016-12-31,Active,0,,,2
CON-8509,OPP-4724,ACC-1168,2024-07-18,2025-07-13,12,79000,Monthly instalments,2024-07-18,Active,0,,,3
CON-8510,OPP-4725,ACC-1192,2021-04-01,2022-09-23,18,59500,Net 30,2021-04-01,Expired,0,,,4
CON-8511,OPP-4726,ACC-1188,2023-06-03,2023-11-30,6,379500,50% upfront / 50% on delivery,2023-06-03,Active,1,6.1,493000.0,1
CON-8512,OPP-4728,ACC-1027,2023-04-23,2024-04-17,12,241000,Net 30,2023-04-23,Active,0,,,5
CON-8513,OPP-4729,ACC-1136,2024-08-23,2026-08-13,24,280000,Net 30,2024-08-23,Expired,0,,,4
CON-8514,OPP-4730,ACC-1119,2024-04-14,2024-10-11,6,116500,Monthly instalments,2024-04-14,Renewed,0,,,5
CON-8515,OPP-4731,ACC-1182,2016-04-13,2019-03-29,36,235500,50% upfront / 50% on delivery,2016-04-13,Expired,0,,,0
CON-8516,OPP-4732,ACC-1137,2018-06-01,2018-11-28,6,251000,Net 30,2018-06-01,Active,0,,,2
CON-8517,OPP-4733,ACC-1159,2016-11-20,2018-11-10,24,186000,50% upfront / 50% on delivery,2016-11-20,Active,0,,,4
CON-8518,OPP-4734,ACC-1195,2023-12-25,2024-12-19,12,224000,Net 60,2023-12-25,Expired,0,,,2
CON-8519,OPP-4735,ACC-1020,2022-09-15,2023-03-14,6,331500,Net 30,2022-09-15,Expired,0,,,2
CON-8520,OPP-4737,ACC-1138,2019-09-19,2021-09-08,24,213000,50% upfront / 50% on delivery,2019-09-19,Active,0,,,3
CON-8521,OPP-4738,ACC-1119,2015-02-19,2018-02-03,36,209500,Net 30,2015-02-19,Expired,0,,,4
CON-8522,OPP-4739,ACC-1135,2020-10-11,2022-04-04,18,184500,Monthly instalments,2020-10-11,Active,0,,,2
CON-8523,OPP-4740,ACC-1096,2021-03-28,2022-03-23,12,387000,Monthly instalments,2021-03-28,Expired,1,14.6,503000.0,3
CON-8524,OPP-4742,ACC-1140,2022-01-25,2025-01-09,36,44500,50% upfront / 50% on delivery,2022-01-25,Expired,0,,,4
CON-8525,OPP-4743,ACC-1036,2022-06-19,2024-06-08,24,280000,Net 30,2022-06-19,Active,0,,,1
CON-8526,OPP-4745,ACC-1090,2024-01-09,2024-07-07,6,147000,Monthly instalments,2024-01-09,Renewed,0,,,3
CON-8527,OPP-4746,ACC-1186,2022-07-25,2023-07-20,12,101000,Net 60,2022-07-25,Expired,0,,,1
CON-8528,OPP-4748,ACC-1061,2024-06-12,2025-12-04,18,280000,Upon signing,2024-06-12,Active,0,,,4
CON-8529,OPP-4749,ACC-1023,2022-09-06,2023-03-05,6,127500,Net 60,2022-09-06,Active,0,,,0
CON-8530,OPP-4750,ACC-1034,2022-12-19,2025-12-03,36,253000,Net 60,2022-12-19,Expired,0,,,5
CON-8531,OPP-4751,ACC-1219,2023-11-09,2025-10-29,24,66500,Monthly instalments,2023-11-09,Renewed,0,,,1
CON-8532,OPP-4752,ACC-1032,2024-05-25,2027-05-10,36,350000,50% upfront / 50% on delivery,2024-05-25,Expired,0,,,3
CON-8533,OPP-4753,ACC-1000,2020-11-04,2022-10-25,24,186500,Net 30,2020-11-04,Expired,0,,,5
CON-8534,OPP-4754,ACC-1073,2021-05-10,2021-11-06,6,243000,Upon signing,2021-05-10,Expired,1,11.7,316000.0,4
CON-8535,OPP-4755,ACC-1155,2016-09-07,2018-08-28,24,126500,Monthly instalments,2016-09-07,Expired,0,,,1
CON-8536,OPP-4757,ACC-1010,2024-01-28,2025-01-22,12,89000,Monthly instalments,2024-01-28,Active,0,,,3
CON-8537,OPP-4758,ACC-1190,2016-03-29,2018-03-19,24,65000,Net 60,2016-03-29,Expired,0,,,2
CON-8538,OPP-4759,ACC-1108,2023-02-12,2023-08-11,6,21500,Net 30,2023-02-12,Renewed,0,,,3
CON-8539,OPP-4763,ACC-1200,2021-10-26,2023-04-19,18,83000,Upon signing,2021-10-26,Expired,0,,,0
CON-8540,OPP-4765,ACC-1121,2020-05-24,2020-11-20,6,233000,Net 60,2020-05-24,Renewed,0,,,2
CON-8541,OPP-4766,ACC-1133,2019-11-24,2021-05-17,18,149500,Net 30,2019-11-24,Expired,1,10.5,194000.0,0
CON-8542,OPP-4768,ACC-1088,2023-01-11,2024-07-04,18,93500,Net 60,2023-01-11,Active,0,,,4
CON-8543,OPP-4769,ACC-1146,2024-12-02,2026-11-22,24,239500,50% upfront / 50% on delivery,2024-12-02,Expired,0,,,3
CON-8544,OPP-4770,ACC-1213,2021-04-20,2021-10-17,6,96500,Net 60,2021-04-20,Expired,0,,,4
CON-8545,OPP-4772,ACC-1161,2024-06-21,2025-12-13,18,179000,Monthly instalments,2024-06-21,Active,0,,,3
CON-8546,OPP-4773,ACC-1186,2018-07-01,2020-06-20,24,500000,Net 30,2018-07-01,Active,0,,,1
CON-8547,OPP-4774,ACC-1185,2023-08-01,2024-07-26,12,209000,50% upfront / 50% on delivery,2023-08-01,Active,0,,,2
CON-8548,OPP-4775,ACC-1144,2023-06-13,2024-12-04,18,557000,Monthly instalments,2023-06-13,Renewed,1,14.9,724000.0,3
CON-8549,OPP-4776,ACC-1080,2022-03-26,2022-09-22,6,142000,50% upfront / 50% on delivery,2022-03-26,Active,0,,,3
CON-8550,OPP-4777,ACC-1173,2016-05-15,2017-05-10,12,558000,Monthly instalments,2016-05-15,Active,1,8.6,725000.0,4
CON-8551,OPP-4778,ACC-1088,2017-06-07,2018-06-02,12,272500,Upon signing,2017-06-07,Expired,0,,,0
CON-8552,OPP-4779,ACC-1130,2024-03-31,2024-09-27,6,726500,Upon signing,2024-03-31,Expired,1,7.8,944000.0,5
CON-8553,OPP-4781,ACC-1026,2019-02-10,2020-02-05,12,137000,Upon signing,2019-02-10,Renewed,0,,,0
CON-8554,OPP-4782,ACC-1210,2024-12-31,2026-12-21,24,671000,Monthly instalments,2024-12-31,Active,1,8.9,872000.0,0
CON-8555,OPP-4783,ACC-1184,2021-01-26,2021-07-25,6,177000,Upon signing,2021-01-26,Expired,0,,,3
CON-8556,OPP-4784,ACC-1093,2020-06-04,2022-05-25,24,188500,Net 30,2020-06-04,Expired,0,,,2
CON-8557,OPP-4785,ACC-1003,2021-08-10,2023-02-01,18,112000,Net 30,2021-08-10,Renewed,0,,,3
CON-8558,OPP-4786,ACC-1101,2024-02-04,2025-01-29,12,108500,Upon signing,2024-02-04,Expired,0,,,3
CON-8559,OPP-4788,ACC-1131,2022-07-10,2023-07-05,12,75000,Net 60,2022-07-10,Expired,0,,,5
CON-8560,OPP-4790,ACC-1126,2020-04-29,2021-10-21,18,352500,Net 30,2020-04-29,Active,0,,,1
CON-8561,OPP-4791,ACC-1202,2022-02-17,2024-02-07,24,153000,Monthly instalments,2022-02-17,Expired,0,,,0
CON-8562,OPP-4792,ACC-1193,2020-11-18,2022-05-12,18,479000,Monthly instalments,2020-11-18,Active,1,13.4,623000.0,4
CON-8563,OPP-4793,ACC-1068,2017-09-05,2018-08-31,12,26000,50% upfront / 50% on delivery,2017-09-05,Active,0,,,5
CON-8564,OPP-4795,ACC-1047,2024-01-14,2026-01-03,24,147500,Monthly instalments,2024-01-14,Active,0,,,1
CON-8565,OPP-4796,ACC-1155,2016-12-23,2019-12-08,36,59000,Upon signing,2016-12-23,Cancelled,0,,,0
CON-8566,OPP-4797,ACC-1098,2015-07-14,2017-01-04,18,200000,Net 30,2015-07-14,Active,0,,,4
CON-8567,OPP-4798,ACC-1211,2024-03-14,2025-09-05,18,53500,Net 30,2024-03-14,Cancelled,0,,,4
CON-8568,OPP-4799,ACC-1053,2019-06-24,2021-06-13,24,49000,Upon signing,2019-06-24,Active,0,,,4
CON-8569,OPP-4801,ACC-1072,2015-07-29,2016-01-25,6,74000,Net 60,2015-07-29,Active,0,,,5
CON-8570,OPP-4802,ACC-1001,2019-07-04,2019-12-31,6,875000,Upon signing,2019-07-04,Renewed,1,9.8,1138000.0,3
CON-8571,OPP-4803,ACC-1106,2024-12-17,2026-06-10,18,1200000,Upon signing,2024-12-17,Renewed,1,5.2,1560000.0,1
CON-8572,OPP-4805,ACC-1021,2024-04-06,2025-04-01,12,237000,Net 30,2024-04-06,Active,0,,,3
CON-8573,OPP-4806,ACC-1018,2018-01-28,2020-01-18,24,119500,50% upfront / 50% on delivery,2018-01-28,Active,0,,,5
CON-8574,OPP-4807,ACC-1133,2022-08-20,2024-08-09,24,257500,Net 30,2022-08-20,Expired,0,,,1
CON-8575,OPP-4808,ACC-1036,2024-12-23,2025-06-21,6,500000,Monthly instalments,2024-12-23,Renewed,0,,,5
CON-8576,OPP-4809,ACC-1189,2024-06-14,2026-06-04,24,43500,Upon signing,2024-06-14,Active,0,,,5
CON-8577,OPP-4811,ACC-1183,2019-10-01,2021-09-20,24,321500,Monthly instalments,2019-10-01,Renewed,0,,,4
CON-8578,OPP-4812,ACC-1066,2021-06-17,2022-06-12,12,448500,Upon signing,2021-06-17,Active,0,,,1
CON-8579,OPP-4817,ACC-1156,2017-08-24,2020-08-08,36,667000,Monthly instalments,2017-08-24,Expired,1,8.2,867000.0,5
CON-8580,OPP-4819,ACC-1034,2020-12-23,2023-12-08,36,222500,Net 60,2020-12-23,Renewed,0,,,3
CON-8581,OPP-4820,ACC-1132,2019-06-09,2020-06-03,12,138500,50% upfront / 50% on delivery,2019-06-09,Expired,0,,,3
CON-8582,OPP-4821,ACC-1204,2018-06-29,2019-06-24,12,154000,Upon signing,2018-06-29,Active,0,,,3
CON-8583,OPP-4823,ACC-1049,2022-05-15,2024-05-04,24,174000,Net 30,2022-05-15,Renewed,0,,,4
CON-8584,OPP-4824,ACC-1187,2016-05-14,2017-11-05,18,182000,50% upfront / 50% on delivery,2016-05-14,Active,0,,,5
CON-8585,OPP-4825,ACC-1029,2020-03-14,2021-09-05,18,230000,Net 60,2020-03-14,Expired,0,,,5
CON-8586,OPP-4826,ACC-1194,2024-05-16,2024-11-12,6,216000,50% upfront / 50% on delivery,2024-05-16,Cancelled,0,,,5
CON-8587,OPP-4827,ACC-1116,2023-04-06,2025-03-26,24,500000,Monthly instalments,2023-04-06,Active,0,,,4
CON-8588,OPP-4828,ACC-1170,2024-06-07,2026-05-28,24,430500,Monthly instalments,2024-06-07,Cancelled,1,5.0,560000.0,4
CON-8589,OPP-4830,ACC-1091,2021-08-02,2024-07-17,36,67000,Net 60,2021-08-02,Expired,0,,,5
CON-8590,OPP-4831,ACC-1108,2019-05-13,2020-11-03,18,121000,Monthly instalments,2019-05-13,Renewed,0,,,3
CON-8591,OPP-4832,ACC-1105,2018-02-24,2019-08-18,18,968000,Net 30,2018-02-24,Active,1,11.9,1258000.0,5
CON-8592,OPP-4833,ACC-1008,2016-04-02,2017-09-24,18,212000,Monthly instalments,2016-04-02,Active,0,,,4
CON-8593,OPP-4834,ACC-1016,2020-10-31,2022-10-21,24,115500,Monthly instalments,2020-10-31,Active,0,,,4
CON-8594,OPP-4835,ACC-1118,2015-02-08,2016-02-03,12,65500,Monthly instalments,2015-02-08,Active,0,,,5
CON-8595,OPP-4836,ACC-1141,2016-09-19,2018-09-09,24,297500,50% upfront / 50% on delivery,2016-09-19,Cancelled,1,14.5,387000.0,2
CON-8596,OPP-4837,ACC-1027,2022-12-07,2023-06-05,6,282000,Monthly instalments,2022-12-07,Renewed,0,,,0
CON-8597,OPP-4838,ACC-1118,2020-02-16,2021-02-10,12,194500,Upon signing,2020-02-16,Expired,0,,,1
CON-8598,OPP-4840,ACC-1030,2020-02-24,2022-02-13,24,194000,Monthly instalments,2020-02-24,Expired,0,,,1
CON-8599,OPP-4841,ACC-1020,2021-09-25,2022-09-20,12,129500,Monthly instalments,2021-09-25,Active,0,,,2
CON-8600,OPP-4843,ACC-1149,2022-01-16,2023-07-10,18,318500,Upon signing,2022-01-16,Renewed,0,,,0
CON-8601,OPP-4844,ACC-1081,2015-11-17,2016-05-15,6,662000,Upon signing,2015-11-17,Renewed,1,12.7,861000.0,2
CON-8602,OPP-4845,ACC-1163,2022-05-24,2024-05-13,24,222000,Monthly instalments,2022-05-24,Expired,0,,,0
CON-8603,OPP-4847,ACC-1114,2017-01-16,2020-01-01,36,334500,Net 30,2017-01-16,Active,1,9.6,435000.0,1
CON-8604,OPP-4848,ACC-1216,2016-07-29,2019-07-14,36,269500,Net 60,2016-07-29,Expired,0,,,4
CON-8605,OPP-4852,ACC-1212,2023-07-15,2026-06-29,36,291000,Monthly instalments,2023-07-15,Expired,0,,,1
CON-8606,OPP-4854,ACC-1066,2023-08-05,2024-07-30,12,143500,Monthly instalments,2023-08-05,Expired,0,,,0
CON-8607,OPP-4856,ACC-1213,2020-06-11,2020-12-08,6,687500,50% upfront / 50% on delivery,2020-06-11,Active,1,10.6,894000.0,1
CON-8608,OPP-4857,ACC-1086,2020-04-17,2022-04-07,24,153500,Net 30,2020-04-17,Expired,0,,,0
CON-8609,OPP-4858,ACC-1068,2021-10-16,2023-10-06,24,448000,Upon signing,2021-10-16,Active,1,10.7,582000.0,5
CON-8610,OPP-4859,ACC-1113,2020-11-04,2022-04-28,18,1200000,Net 60,2020-11-04,Active,1,12.0,1560000.0,4
CON-8611,OPP-4860,ACC-1210,2022-04-02,2024-03-22,24,848000,50% upfront / 50% on delivery,2022-04-02,Renewed,1,10.7,1102000.0,5
CON-8612,OPP-4863,ACC-1161,2022-03-04,2023-08-26,18,276500,Net 60,2022-03-04,Expired,0,,,3
CON-8613,OPP-4864,ACC-1132,2024-01-12,2026-01-01,24,205000,Monthly instalments,2024-01-12,Expired,0,,,4
CON-8614,OPP-4865,ACC-1178,2022-10-03,2024-09-22,24,299000,Net 60,2022-10-03,Expired,0,,,1
CON-8615,OPP-4867,ACC-1108,2018-10-21,2019-04-19,6,179000,50% upfront / 50% on delivery,2018-10-21,Expired,0,,,3
CON-8616,OPP-4868,ACC-1131,2019-10-14,2021-10-03,24,168000,Upon signing,2019-10-14,Expired,0,,,2
CON-8617,OPP-4871,ACC-1108,2019-01-13,2021-01-02,24,500000,Net 60,2019-01-13,Active,0,,,4
CON-8618,OPP-4873,ACC-1109,2022-09-14,2023-03-13,6,390000,Upon signing,2022-09-14,Active,1,7.0,507000.0,2
CON-8619,OPP-4874,ACC-1023,2024-12-18,2025-06-16,6,122000,Net 30,2024-12-18,Expired,0,,,0
CON-8620,OPP-4875,ACC-1123,2024-06-06,2025-06-01,12,381000,Net 30,2024-06-06,Expired,0,,,2
CON-8621,OPP-4876,ACC-1183,2023-12-25,2024-06-22,6,98500,Net 60,2023-12-25,Active,0,,,4
CON-8622,OPP-4877,ACC-1087,2020-12-04,2022-05-28,18,64500,Net 60,2020-12-04,Expired,0,,,2
CON-8623,OPP-4878,ACC-1094,2024-05-04,2027-04-19,36,294000,Net 60,2024-05-04,Cancelled,1,9.6,382000.0,2
CON-8624,OPP-4879,ACC-1012,2022-09-27,2024-09-16,24,285500,Net 30,2022-09-27,Active,0,,,1
CON-8625,OPP-4881,ACC-1165,2021-03-04,2022-08-26,18,239500,Net 60,2021-03-04,Active,0,,,2
CON-8626,OPP-4882,ACC-1205,2022-07-27,2023-07-22,12,157000,Upon signing,2022-07-27,Active,0,,,3
CON-8627,OPP-4883,ACC-1083,2019-01-16,2020-07-09,18,286000,Upon signing,2019-01-16,Active,0,,,0
CON-8628,OPP-4884,ACC-1017,2019-05-05,2020-04-29,12,500000,Monthly instalments,2019-05-05,Active,0,,,0
CON-8629,OPP-4885,ACC-1209,2022-08-10,2023-08-05,12,317500,Monthly instalments,2022-08-10,Renewed,1,10.8,413000.0,3
CON-8630,OPP-4886,ACC-1061,2017-09-29,2018-03-28,6,286500,Net 30,2017-09-29,Active,0,,,3
CON-8631,OPP-4887,ACC-1015,2024-08-08,2025-02-04,6,149500,50% upfront / 50% on delivery,2024-08-08,Expired,0,,,3
CON-8632,OPP-4888,ACC-1186,2022-04-28,2025-04-12,36,39500,50% upfront / 50% on delivery,2022-04-28,Expired,0,,,3
CON-8633,OPP-4890,ACC-1003,2019-01-03,2020-06-26,18,177500,Monthly instalments,2019-01-03,Expired,0,,,2
CON-8634,OPP-4891,ACC-1215,2022-04-30,2023-04-25,12,624500,Net 30,2022-04-30,Active,1,13.5,812000.0,3
CON-8635,OPP-4892,ACC-1141,2024-12-23,2026-06-16,18,1169500,Net 60,2024-12-23,Active,1,12.7,1520000.0,1
CON-8636,OPP-4895,ACC-1181,2023-01-02,2024-06-25,18,220500,50% upfront / 50% on delivery,2023-01-02,Expired,0,,,5
CON-8637,OPP-4897,ACC-1159,2017-12-01,2019-05-25,18,377000,Monthly instalments,2017-12-01,Active,0,,,4
CON-8638,OPP-4899,ACC-1179,2021-01-24,2022-07-18,18,143000,50% upfront / 50% on delivery,2021-01-24,Active,0,,,4
