opportunity_id,opportunity_name,account_id,primary_contact_id,owner_user_id,division,region,deal_type,lead_source,stage,amount,discount_pct,probability_manual,created_date,expected_close_date,close_date_actual,is_won,lost_reason,is_renewal,fiscal_year,fiscal_quarter,is_open
OPP-5029,Xcel Cosmetics - BrandVault - New Business - 2017,ACC-1207,CON-2409,USR-3075,BrandVault,Australia,New Business,Outbound Cold Call,Closed Lost,537000,21.2,32.0,2017-07-08,2017-08-21,2017-08-27,0.0,Chose competitor,0,2017,Q3,0
OPP-5030,Edge Cosmetics - TalentEdge - New Business - 2022,ACC-1039,CON-2050,USR-3003,TalentEdge,Australia,New Business,LinkedIn Outreach,Closed Won,276500,11.3,62.0,2022-11-24,2022-12-22,2023-01-10,1.0,,0,2022,Q4,0
OPP-5031,Neon Cosmetics - PulseMedia - New Business - 2021,ACC-1103,,USR-3059,PulseMedia,North America,New Business,Inbound Inquiry,Closed Won,114000,16.2,58.0,2021-02-02,2021-03-15,2021-03-22,1.0,,0,2021,Q1,0
OPP-5032,Horizon Fashion - BrandVault - New Business - 2018,ACC-1025,CON-2178,USR-3071,BrandVault,Australia,New Business,LinkedIn Outreach,Closed Won,534500,5.7,78.0,2018-02-05,2018-04-24,2018-05-07,1.0,,0,2018,Q1,0
OPP-5033,Zenith Financial - CreativeMotion - Upsell - 2021,ACC-1164,CON-2218,USR-3025,CreativeMotion,Australia,Upsell,Existing Relationship,Closed Won,255500,11.6,42.0,2021-05-22,2021-06-30,2021-06-29,1.0,,0,2021,Q2,0
OPP-5034,Nest Retail - BrandVault - New Business - 2023,ACC-1136,CON-2468,USR-3075,BrandVault,Asia Pacific,New Business,Outbound Cold Call,Closed Won,1155500,10.9,41.0,2023-09-12,2023-10-28,2023-12-08,1.0,,0,2023,Q3,0
OPP-5035,Titan Apparel - TalentEdge - Upsell - 2022,ACC-1171,CON-2175,USR-3013,TalentEdge,India,Upsell,Website Form,Closed Won,74000,26.2,58.0,2022-01-15,2022-02-06,2022-03-08,1.0,,0,2022,Q1,0
OPP-5036,Delta Retail - TalentEdge - New Business - 2022,ACC-1105,CON-2286,USR-3013,TalentEdge,Australia,New Business,Inbound Inquiry,Closed Won,94500,10.6,53.0,2022-12-03,2022-12-25,2023-01-02,1.0,,0,2022,Q4,0
OPP-5037,Quest Fashion - PulseMedia - New Business - 2018,ACC-1175,CON-2314,USR-3059,PulseMedia,India,New Business,Website Form,Closed Won,113500,8.9,27.0,2018-06-20,2018-09-13,2018-08-23,1.0,,0,2018,Q2,0
OPP-5038,Solaris Entertainment - PulseMedia - Renewal - 2021,ACC-1214,CON-2094,USR-3058,PulseMedia,India,Renewal,Existing Relationship,Closed Won,240000,14.0,38.0,2021-09-07,2021-12-04,2021-10-13,1.0,,1,2021,Q3,0
OPP-5039,Quest Fashion - PulseMedia - New Business - 2019,ACC-1067,CON-2336,USR-3051,PulseMedia,North America,New Business,Outbound Cold Call,Closed Won,500000,8.3,27.0,2019-11-06,2019-11-27,2019-12-22,1.0,,0,2019,Q4,0
OPP-5040,Quill Media - BrandVault - New Business - 2017,ACC-1041,CON-2352,USR-3075,BrandVault,North America,New Business,Outbound Cold Call,Closed Won,512500,20.5,36.0,2017-07-13,2017-08-09,2017-09-13,1.0,,0,2017,Q3,0
OPP-5041,Kestrel Financial - BrandVault - New Business - 2023,ACC-1133,CON-2494,USR-3065,BrandVault,India,New Business,Partner Referral,Closed Won,405500,11.7,38.0,2023-01-18,2023-02-12,2023-04-10,1.0,,0,2023,Q1,0
OPP-5042,Lance Athletics - BrandVault - New Business - 2018,ACC-1060,CON-2081,USR-3078,BrandVault,Australia,New Business,Inbound Inquiry,Closed Lost,513500,16.4,20.0,2018-11-04,2019-01-10,2019-01-22,0.0,Deal went silent,0,2018,Q4,0
OPP-5043,Omega Entertainment - TalentEdge - Upsell - 2023,ACC-1184,CON-2355,USR-3012,TalentEdge,India,Upsell,LinkedIn Outreach,Closed Won,142500,5.6,43.0,2023-06-19,2023-08-04,2023-07-28,1.0,,0,2023,Q2,0
OPP-5044,Slate Entertainment - TalentEdge - Cross-sell - 2023,ACC-1196,CON-2216,USR-3006,TalentEdge,India,Cross-sell,Inbound Inquiry,Closed Won,111500,9.3,59.0,2023-12-22,2024-01-17,2024-01-25,1.0,,0,2023,Q4,0
OPP-5045,Upsilon Consumer - PulseMedia - Upsell - 2015,ACC-1106,CON-2199,USR-3037,PulseMedia,Europe,Upsell,Website Form,Closed Won,417000,12.5,38.0,2015-09-07,2015-10-26,2015-11-10,1.0,,0,2015,Q3,0
OPP-5046,Apex Sportswear - BrandVault - New Business - 2020,ACC-1153,,USR-3062,BrandVault,Europe,New Business,Website Form,Closed Lost,449500,15.6,76.0,2020-05-11,2020-06-21,2020-08-25,0.0,Requirements changed,0,2020,Q2,0
OPP-5047,Xray Retail - CreativeMotion - New Business - 2024,ACC-1029,CON-2187,USR-3028,CreativeMotion,Europe,New Business,Referral,Closed Won,158000,12.1,57.0,2024-09-14,2024-10-27,2024-10-22,1.0,,0,2024,Q3,0
OPP-5048,Wave Retail - CreativeMotion - Renewal - 2020,ACC-1162,CON-2280,USR-3027,CreativeMotion,Europe,Renewal,Conference / Event,Closed Lost,50000,9.7,56.0,2020-01-16,2020-03-17,2020-03-09,0.0,Timeline mismatch,1,2020,Q1,0
OPP-5049,Zeta Sports - CreativeMotion - Cross-sell - 2021,ACC-1217,CON-2091,USR-3025,CreativeMotion,North America,Cross-sell,Referral,Closed Won,129500,19.7,30.0,2021-05-16,2021-07-19,2021-06-07,1.0,,0,2021,Q2,0
OPP-5050,Lance Athletics - BrandVault - Renewal - 2023,ACC-1014,,USR-3061,BrandVault,Australia,Renewal,Partner Referral,Closed Won,465000,9.4,34.0,2023-06-22,2023-07-20,2023-08-22,1.0,,1,2023,Q2,0
OPP-5051,Wave Retail - PulseMedia - New Business - 2021,ACC-1162,CON-2280,USR-3058,PulseMedia,Europe,New Business,LinkedIn Outreach,Closed Won,284500,11.9,53.0,2021-07-09,2021-09-11,2021-09-24,1.0,,0,2021,Q3,0
OPP-5052,Titan Apparel - TalentEdge - New Business - 2017,ACC-1171,CON-2175,USR-3009,TalentEdge,Australia,New Business,Partner Referral,Closed Won,96000,13.8,42.0,2017-11-05,2018-01-28,2017-12-01,1.0,,0,2017,Q4,0
OPP-5053,Lance Athletics - TalentEdge - Renewal - 2024,ACC-1014,,USR-3010,TalentEdge,North America,Renewal,Partner Referral,Lead,83000,9.4,38.0,2024-08-21,2024-11-06,,,,1,2024,Q3,1
OPP-5054,Falcon Apparel - PulseMedia - Upsell - 2019,ACC-1163,CON-2413,USR-3046,PulseMedia,India,Upsell,Website Form,Closed Lost,500000,8.4,62.0,2019-03-15,2019-04-19,2019-05-21,0.0,Deal went silent,0,2019,Q1,0
OPP-5055,Amber Holdings - BrandVault - Renewal - 2019,ACC-1051,CON-2250,USR-3071,BrandVault,Asia Pacific,Renewal,Conference / Event,Closed Won,649000,13.7,32.0,2019-12-07,2020-03-01,2019-12-24,1.0,,1,2019,Q4,0
OPP-5056,Quiver Retail - PulseMedia - New Business - 2022,ACC-1021,CON-2325,USR-3038,PulseMedia,Asia Pacific,New Business,Outbound Cold Call,Closed Won,50500,9.4,69.0,2022-04-21,2022-05-15,2022-05-17,1.0,,0,2022,Q2,0
OPP-5057,Vapor Fashion - PulseMedia - Renewal - 2021,ACC-1203,CON-2323,USR-3044,PulseMedia,India,Renewal,Referral,Closed Won,35000,16.0,39.0,2021-07-01,2021-08-13,2021-08-03,1.0,,1,2021,Q3,0
OPP-5058,Kite Athletics - TalentEdge - New Business - 2023,ACC-1104,CON-2278,USR-3010,TalentEdge,India,New Business,LinkedIn Outreach,Closed Lost,65500,7.4,45.0,2023-04-11,2023-07-05,2023-05-29,0.0,Chose competitor,0,2023,Q2,0
OPP-5059,Lime Cosmetics - PulseMedia - Cross-sell - 2021,ACC-1071,CON-2158,USR-3054,PulseMedia,India,Cross-sell,Website Form,Closed Won,285000,2.9,33.0,2021-10-15,2021-12-24,2021-11-17,1.0,,0,2021,Q4,0
OPP-5060,Niche Cosmetics - BrandVault - Renewal - 2024,ACC-1150,CON-2387,USR-3071,BrandVault,Europe,Renewal,Inbound Inquiry,Closed Won,439000,9.2,27.0,2024-09-14,2024-10-07,2024-10-12,1.0,,1,2024,Q3,0
OPP-5061,Epoch Cosmetics - PulseMedia - New Business - 2018,ACC-1087,,USR-3059,PulseMedia,Australia,New Business,Referral,Closed Won,218000,15.9,52.0,2018-01-08,2018-02-09,2018-02-19,1.0,,0,2018,Q1,0
OPP-5062,Niche Cosmetics - CreativeMotion - New Business - 2017,ACC-1074,CON-2288,USR-3027,CreativeMotion,Australia,New Business,Outbound Cold Call,Closed Lost,182000,4.9,54.0,2017-05-09,2017-07-15,2017-07-28,0.0,Deal went silent,0,2017,Q2,0
OPP-5063,Citadel Cosmetics - BrandVault - Upsell - 2023,ACC-1084,CON-2043,USR-3074,BrandVault,Asia Pacific,Upsell,Partner Referral,Closed Won,510500,21.6,65.0,2023-03-17,2023-04-24,2023-05-31,1.0,,0,2023,Q1,0
OPP-5064,Petal Fashion - PulseMedia - Renewal - 2023,ACC-1155,CON-2107,USR-3038,PulseMedia,Australia,Renewal,Partner Referral,Closed Won,500000,14.8,21.0,2023-05-18,2023-08-03,2023-07-07,1.0,,1,2023,Q2,0
OPP-5065,Delta Retail - CreativeMotion - Upsell - 2024,ACC-1135,CON-2463,USR-3027,CreativeMotion,Australia,Upsell,Existing Relationship,Closed Lost,58500,23.6,79.0,2024-04-11,2024-05-21,2024-06-10,0.0,Deal went silent,0,2024,Q2,0
OPP-5066,Yawn Sports - TalentEdge - Renewal - 2022,ACC-1185,CON-2011,USR-3006,TalentEdge,Europe,Renewal,Referral,Closed Won,46000,6.7,55.0,2022-04-17,2022-07-14,2022-05-18,1.0,,1,2022,Q2,0
OPP-5067,Phoenix Cosmetics - PulseMedia - Renewal - 2019,ACC-1213,CON-2238,USR-3038,PulseMedia,Asia Pacific,Renewal,Partner Referral,Closed Lost,500000,11.5,55.0,2019-12-19,2020-01-21,2020-03-29,0.0,Budget cut / cancelled,1,2019,Q4,0
OPP-5068,Fuse Athletics - CreativeMotion - New Business - 2024,ACC-1143,CON-2290,USR-3032,CreativeMotion,Europe,New Business,Inbound Inquiry,Closed Won,105500,17.0,65.0,2024-09-08,2024-12-01,2024-09-30,1.0,,0,2024,Q3,0
OPP-5069,Slate Entertainment - PulseMedia - New Business - 2018,ACC-1196,CON-2077,USR-3052,PulseMedia,North America,New Business,Conference / Event,Closed Won,234000,36.0,78.0,2018-09-01,2018-10-01,2018-10-20,1.0,,0,2018,Q3,0
OPP-5070,Carbon Fashion - PulseMedia - Renewal - 2017,ACC-1121,CON-2446,USR-3051,PulseMedia,Australia,Renewal,Inbound Inquiry,Closed Won,404000,13.3,61.0,2017-11-12,2017-12-07,2017-12-15,1.0,,1,2017,Q4,0
OPP-5071,Pulse Retail - CreativeMotion - Renewal - 2024,ACC-1204,,USR-3021,CreativeMotion,Australia,Renewal,Partner Referral,Qualified Lead,172500,20.1,32.0,2024-10-02,2024-11-18,,,,1,2024,Q4,1
OPP-5072,Amber Holdings - TalentEdge - Renewal - 2021,ACC-1178,CON-2437,USR-3017,TalentEdge,India,Renewal,Existing Relationship,Closed Won,277500,11.5,54.0,2021-06-13,2021-07-30,2021-07-28,1.0,,1,2021,Q2,0
OPP-5073,Pulse Retail - TalentEdge - Renewal - 2022,ACC-1204,,USR-3001,TalentEdge,Europe,Renewal,LinkedIn Outreach,Closed Lost,99500,17.5,58.0,2022-09-18,2022-10-19,2022-11-18,0.0,Internal staffing issue,1,2022,Q3,0
OPP-5074,Falcon Apparel - CreativeMotion - New Business - 2024,ACC-1022,CON-2154,USR-3028,CreativeMotion,Europe,New Business,Existing Relationship,Closed Lost,201500,13.9,77.0,2024-11-08,2025-01-04,2024-12-14,0.0,Internal staffing issue,0,2024,Q4,0
OPP-5075,Solaris Entertainment - PulseMedia - New Business - 2020,ACC-1214,CON-2282,USR-3048,PulseMedia,Europe,New Business,Inbound Inquiry,Closed Won,370500,11.2,41.0,2020-03-01,2020-05-08,2020-03-30,1.0,,0,2020,Q1,0
OPP-5076,Kestrel Financial - TalentEdge - New Business - 2020,ACC-1133,CON-2494,USR-3002,TalentEdge,Europe,New Business,LinkedIn Outreach,Closed Won,61500,4.4,58.0,2020-04-03,2020-05-06,2020-05-01,1.0,,0,2020,Q2,0
OPP-5077,Fuse Athletics - TalentEdge - New Business - 2020,ACC-1209,CON-2049,USR-3009,TalentEdge,Australia,New Business,Outbound Cold Call,Closed Won,66000,11.6,49.0,2020-05-12,2020-08-09,2020-07-07,1.0,,0,2020,Q2,0
OPP-5078,Bastion Sportswear - TalentEdge - New Business - 2020,ACC-1036,CON-2324,USR-3016,TalentEdge,India,New Business,Referral,Closed Won,47500,21.4,52.0,2020-07-28,2020-09-20,2020-08-23,1.0,,0,2020,Q3,0
OPP-5079,Javelin Fashion - PulseMedia - New Business - 2024,ACC-1081,,USR-3046,PulseMedia,Australia,New Business,Outbound Cold Call,Closed Won,239500,9.5,30.0,2024-08-19,2024-09-08,2024-10-30,1.0,,0,2024,Q3,0
OPP-5080,Zinc Entertainment - PulseMedia - New Business - 2023,ACC-1157,CON-2236,USR-3058,PulseMedia,India,New Business,Partner Referral,Closed Won,305000,15.5,28.0,2023-11-25,2024-01-26,2023-12-22,1.0,,0,2023,Q4,0
OPP-5081,Quartz Cosmetics - PulseMedia - New Business - 2015,ACC-1068,,USR-3046,PulseMedia,Asia Pacific,New Business,Existing Relationship,Closed Won,187000,21.9,70.0,2015-12-26,2016-01-28,2016-01-29,1.0,,0,2015,Q4,0
OPP-5082,Amber Holdings - BrandVault - New Business - 2024,ACC-1051,CON-2392,USR-3072,BrandVault,North America,New Business,Conference / Event,Closed Won,552500,7.3,64.0,2024-09-25,2024-12-10,2024-11-20,1.0,,0,2024,Q3,0
OPP-5083,Glacier Foods - TalentEdge - Renewal - 2020,ACC-1194,CON-2007,USR-3016,TalentEdge,India,Renewal,LinkedIn Outreach,Closed Won,52000,7.4,32.0,2020-11-04,2020-11-25,2020-11-25,1.0,,1,2020,Q4,0
OPP-5084,Cobalt Apparel - BrandVault - Renewal - 2021,ACC-1005,CON-2243,USR-3068,BrandVault,Asia Pacific,Renewal,Referral,Closed Won,196500,8.8,59.0,2021-06-12,2021-07-07,2021-08-12,1.0,,1,2021,Q2,0
OPP-5085,Quiver Retail - TalentEdge - Renewal - 2023,ACC-1021,CON-2069,USR-3001,TalentEdge,Europe,Renewal,Inbound Inquiry,Closed Won,89500,12.3,23.0,2023-06-15,2023-08-09,2023-07-25,1.0,,1,2023,Q2,0
OPP-5086,Solaris Entertainment - PulseMedia - Renewal - 2016,ACC-1214,CON-2094,USR-3050,PulseMedia,Australia,Renewal,Inbound Inquiry,Closed Won,267000,9.8,57.0,2016-04-09,2016-07-08,2016-05-12,1.0,,1,2016,Q2,0
OPP-5087,Horizon Fashion - PulseMedia - Renewal - 2017,ACC-1025,CON-2178,USR-3043,PulseMedia,India,Renewal,Existing Relationship,Closed Won,417000,13.0,79.0,2017-05-15,2017-08-03,2017-07-03,1.0,,1,2017,Q2,0
OPP-5088,Kite Athletics - BrandVault - Upsell - 2017,ACC-1104,CON-2278,USR-3069,BrandVault,Australia,Upsell,Conference / Event,Closed Won,480000,22.1,30.0,2017-06-16,2017-07-07,2017-08-05,1.0,,0,2017,Q2,0
OPP-5089,Luxe Cosmetics - TalentEdge - New Business - 2015,ACC-1212,CON-2058,USR-3001,TalentEdge,Australia,New Business,Outbound Cold Call,Closed Won,219500,8.9,53.0,2015-05-17,2015-08-05,2015-07-08,1.0,,0,2015,Q2,0
OPP-5090,Lance Athletics - CreativeMotion - New Business - 2023,ACC-1014,,USR-3022,CreativeMotion,Europe,New Business,LinkedIn Outreach,Closed Lost,118000,16.9,32.0,2023-01-11,2023-02-08,2023-03-23,0.0,Budget cut / cancelled,0,2023,Q1,0
OPP-5091,Epsilon Retail - BrandVault - Renewal - 2019,ACC-1007,,USR-3061,BrandVault,Australia,Renewal,Outbound Cold Call,Closed Won,577000,15.2,40.0,2019-07-11,2019-08-31,2019-08-12,1.0,,1,2019,Q3,0
OPP-5092,Pi Sports - PulseMedia - New Business - 2018,ACC-1006,CON-2419,USR-3058,PulseMedia,North America,New Business,Referral,Closed Won,286500,4.3,32.0,2018-07-07,2018-08-16,2018-09-09,1.0,,0,2018,Q3,0
OPP-5093,Cascade Beauty - BrandVault - Renewal - 2024,ACC-1010,CON-2501,USR-3078,BrandVault,Australia,Renewal,Website Form,Negotiation,574500,31.8,65.0,2024-09-16,2024-11-07,,,,1,2024,Q3,1
OPP-5094,Wraith Athletics - PulseMedia - New Business - 2021,ACC-1028,CON-2252,USR-3044,PulseMedia,Asia Pacific,New Business,Inbound Inquiry,Closed Won,143000,12.2,79.0,2021-12-03,2022-01-23,2021-12-29,1.0,,0,2021,Q4,0
OPP-5095,Glacier Foods - TalentEdge - Renewal - 2019,ACC-1194,CON-2007,USR-3009,TalentEdge,Europe,Renewal,Outbound Cold Call,Closed Won,67000,9.1,41.0,2019-11-05,2020-01-14,2019-12-10,1.0,,1,2019,Q4,0
OPP-5096,Epsilon Retail - TalentEdge - New Business - 2017,ACC-1069,CON-2140,USR-3002,TalentEdge,Australia,New Business,Outbound Cold Call,Closed Won,101500,5.2,43.0,2017-10-22,2018-01-07,2017-12-03,1.0,,0,2017,Q4,0
OPP-5097,Neon Cosmetics - TalentEdge - New Business - 2019,ACC-1107,CON-2259,USR-3011,TalentEdge,Europe,New Business,Inbound Inquiry,Closed Won,135000,10.2,78.0,2019-04-05,2019-06-02,2019-05-17,1.0,,0,2019,Q2,0
OPP-5098,Yoke Fashion - PulseMedia - Renewal - 2021,ACC-1088,CON-2489,USR-3053,PulseMedia,India,Renewal,Referral,Closed Won,255000,7.9,30.0,2021-06-13,2021-07-17,2021-08-19,1.0,,1,2021,Q2,0
OPP-5099,Omega Entertainment - CreativeMotion - Renewal - 2023,ACC-1193,CON-2299,USR-3027,CreativeMotion,Asia Pacific,Renewal,Outbound Cold Call,Closed Won,105000,34.3,33.0,2023-11-14,2024-02-07,2023-12-26,1.0,,1,2023,Q4,0
OPP-5100,Lynx Retail - CreativeMotion - Renewal - 2021,ACC-1002,CON-2428,USR-3035,CreativeMotion,North America,Renewal,Referral,Closed Lost,100000,13.4,54.0,2021-05-09,2021-06-09,2021-07-03,0.0,Scope too complex,1,2021,Q2,0
OPP-5101,Apex2 Sports - PulseMedia - Upsell - 2016,ACC-1216,CON-2302,USR-3043,PulseMedia,Australia,Upsell,Outbound Cold Call,Closed Won,110000,12.8,70.0,2016-05-02,2016-06-16,2016-06-30,1.0,,0,2016,Q2,0
OPP-5102,Lime Cosmetics - PulseMedia - New Business - 2021,ACC-1071,CON-2269,USR-3050,PulseMedia,Europe,New Business,LinkedIn Outreach,Closed Won,51000,33.3,36.0,2021-05-02,2021-07-28,2021-06-09,1.0,,0,2021,Q2,0
OPP-5103,Delta Entertainment - TalentEdge - Cross-sell - 2024,ACC-1043,CON-2235,USR-3002,TalentEdge,North America,Cross-sell,LinkedIn Outreach,Closed Won,129500,13.1,20.0,2024-04-24,2024-05-15,2024-05-31,1.0,,0,2024,Q2,0
OPP-5104,Omicron Retail - TalentEdge - Renewal - 2015,ACC-1000,CON-2276,USR-3001,TalentEdge,Europe,Renewal,Conference / Event,Closed Won,82000,9.8,56.0,2015-08-13,2015-10-23,2015-09-01,1.0,,1,2015,Q3,0
OPP-5105,Craft Cosmetics - PulseMedia - Renewal - 2017,ACC-1132,CON-2431,USR-3038,PulseMedia,North America,Renewal,Outbound Cold Call,Closed Won,231500,16.1,69.0,2017-03-26,2017-04-26,2017-05-27,1.0,,1,2017,Q1,0
OPP-5106,Amber Holdings - TalentEdge - New Business - 2023,ACC-1051,CON-2518,USR-3014,TalentEdge,Asia Pacific,New Business,Inbound Inquiry,Closed Won,143500,9.2,53.0,2023-08-18,2023-09-12,2023-09-07,1.0,,0,2023,Q3,0
OPP-5107,Kappa Consumer - PulseMedia - Cross-sell - 2024,ACC-1139,,USR-3038,PulseMedia,India,Cross-sell,Website Form,Closed Won,123500,7.4,61.0,2024-11-18,2024-12-10,2024-12-31,1.0,,0,2024,Q4,0
OPP-5108,Petal Fashion - TalentEdge - New Business - 2024,ACC-1024,CON-2441,USR-3007,TalentEdge,North America,New Business,Website Form,Closed Won,158000,20.5,40.0,2024-02-04,2024-04-11,2024-03-13,1.0,,0,2024,Q1,0
OPP-5109,Wraith Athletics - TalentEdge - Renewal - 2017,ACC-1206,CON-2195,USR-3009,TalentEdge,Australia,Renewal,Conference / Event,Closed Lost,109500,18.3,37.0,2017-01-21,2017-03-08,2017-02-24,0.0,Requirements changed,1,2017,Q1,0
OPP-5110,Alpha Consumer - CreativeMotion - Renewal - 2024,ACC-1082,CON-2303,USR-3030,CreativeMotion,Asia Pacific,Renewal,Partner Referral,Closed Won,207500,18.6,29.0,2024-09-09,2024-11-19,2024-10-20,1.0,,1,2024,Q3,0
OPP-5111,Torque Athletics - TalentEdge - Upsell - 2018,ACC-1140,CON-2373,USR-3004,TalentEdge,North America,Upsell,Outbound Cold Call,Closed Won,62500,3.4,75.0,2018-09-01,2018-10-02,2018-10-12,1.0,,0,2018,Q3,0
OPP-5112,Omega Entertainment - PulseMedia - Renewal - 2024,ACC-1114,CON-2056,USR-3051,PulseMedia,Australia,Renewal,Partner Referral,Closed Won,248000,4.5,36.0,2024-03-13,2024-06-05,2024-03-29,1.0,,1,2024,Q1,0
OPP-5113,Kite Athletics - CreativeMotion - New Business - 2023,ACC-1119,,USR-3025,CreativeMotion,Europe,New Business,Inbound Inquiry,Closed Lost,341000,7.0,38.0,2023-06-07,2023-06-29,2023-08-17,0.0,Deal went silent,0,2023,Q2,0
OPP-5114,Quartz Cosmetics - TalentEdge - Renewal - 2021,ACC-1197,CON-2142,USR-3004,TalentEdge,North America,Renewal,LinkedIn Outreach,Closed Won,68500,6.8,41.0,2021-05-18,2021-06-15,2021-06-13,1.0,,1,2021,Q2,0
OPP-5115,Xray Retail - TalentEdge - Renewal - 2016,ACC-1029,CON-2187,USR-3001,TalentEdge,Asia Pacific,Renewal,Referral,Closed Won,125500,9.4,28.0,2016-09-08,2016-10-01,2016-09-19,1.0,,1,2016,Q3,0
OPP-5116,Jetset Media - TalentEdge - New Business - 2015,ACC-1117,CON-2198,USR-3002,TalentEdge,Europe,New Business,Referral,Closed Lost,135000,9.1,28.0,2015-10-24,2015-11-21,2015-12-26,0.0,Internal staffing issue,0,2015,Q4,0
OPP-5117,Nest Retail - PulseMedia - New Business - 2015,ACC-1136,CON-2468,USR-3053,PulseMedia,India,New Business,Inbound Inquiry,Closed Lost,428500,10.5,78.0,2015-10-14,2015-12-12,2016-01-24,0.0,Timeline mismatch,0,2015,Q4,0
OPP-5118,Bastion Sportswear - CreativeMotion - Renewal - 2020,ACC-1036,CON-2324,USR-3033,CreativeMotion,Europe,Renewal,Inbound Inquiry,Closed Lost,66500,13.4,42.0,2020-04-21,2020-06-22,2020-06-15,0.0,Chose competitor,1,2020,Q2,0
OPP-5119,Petal Fashion - PulseMedia - Renewal - 2021,ACC-1187,CON-2121,USR-3051,PulseMedia,Europe,Renewal,Outbound Cold Call,Closed Lost,66500,8.2,76.0,2021-03-08,2021-06-04,2021-05-07,0.0,Internal staffing issue,1,2021,Q1,0
OPP-5120,Fuse Athletics - PulseMedia - New Business - 2022,ACC-1211,CON-2477,USR-3058,PulseMedia,Europe,New Business,Existing Relationship,Closed Lost,283000,25.4,77.0,2022-03-15,2022-05-18,2022-06-02,0.0,Internal staffing issue,0,2022,Q1,0
OPP-5121,Xtreme Sports - BrandVault - Upsell - 2024,ACC-1019,,USR-3077,BrandVault,India,Upsell,Partner Referral,Closed Won,1020500,13.9,48.0,2024-06-18,2024-08-14,2024-08-27,1.0,,0,2024,Q2,0
OPP-5122,Yarn Entertainment - TalentEdge - New Business - 2022,ACC-1148,,USR-3001,TalentEdge,Europe,New Business,Partner Referral,Closed Lost,59000,6.2,80.0,2022-06-02,2022-08-25,2022-08-11,0.0,Timeline mismatch,0,2022,Q2,0
OPP-5123,Lance Athletics - BrandVault - Renewal - 2024,ACC-1060,CON-2081,USR-3073,BrandVault,Europe,Renewal,Outbound Cold Call,Closed Lost,1044500,30.3,25.0,2024-11-10,2024-12-19,2024-12-31,0.0,Scope too complex,1,2024,Q4,0
OPP-5124,Titan Apparel - PulseMedia - Renewal - 2022,ACC-1215,CON-2291,USR-3050,PulseMedia,Asia Pacific,Renewal,Existing Relationship,Closed Won,149500,6.7,60.0,2022-10-06,2022-11-17,2022-12-01,1.0,,1,2022,Q4,0
OPP-5125,Zenith Financial - TalentEdge - Upsell - 2023,ACC-1164,CON-2188,USR-3002,TalentEdge,India,Upsell,Partner Referral,Closed Won,126000,14.6,35.0,2023-02-23,2023-03-25,2023-04-12,1.0,,0,2023,Q1,0
OPP-5126,Haven Consumer - BrandVault - Renewal - 2018,ACC-1059,CON-2030,USR-3072,BrandVault,Asia Pacific,Renewal,Referral,Closed Won,1113500,15.8,52.0,2018-09-26,2018-12-19,2018-12-10,1.0,,1,2018,Q3,0
OPP-5127,Summit Sportswear - TalentEdge - New Business - 2024,ACC-1137,CON-2313,USR-3000,TalentEdge,Asia Pacific,New Business,Outbound Cold Call,Closed Won,89500,17.5,25.0,2024-06-28,2024-07-30,2024-08-13,1.0,,0,2024,Q2,0
OPP-5128,Quiver Retail - BrandVault - New Business - 2022,ACC-1079,CON-2115,USR-3069,BrandVault,India,New Business,Website Form,Closed Won,250000,13.8,57.0,2022-05-26,2022-08-05,2022-08-09,1.0,,0,2022,Q2,0
OPP-5129,Urban Gear Ltd - BrandVault - New Business - 2021,ACC-1001,CON-2374,USR-3070,BrandVault,Asia Pacific,New Business,Outbound Cold Call,Closed Won,501500,5.4,24.0,2021-02-24,2021-03-23,2021-04-18,1.0,,0,2021,Q1,0
OPP-5130,Amber Holdings - PulseMedia - New Business - 2021,ACC-1152,CON-2037,USR-3058,PulseMedia,North America,New Business,Inbound Inquiry,Closed Won,359500,12.0,33.0,2021-09-20,2021-11-14,2021-10-25,1.0,,0,2021,Q3,0
OPP-5131,Xara Sportswear - BrandVault - New Business - 2018,ACC-1208,CON-2504,USR-3065,BrandVault,Asia Pacific,New Business,Referral,Closed Won,359500,9.5,73.0,2018-10-16,2018-12-28,2019-01-21,1.0,,0,2018,Q4,0
OPP-5132,Glacier Foods - PulseMedia - Upsell - 2022,ACC-1194,CON-2087,USR-3053,PulseMedia,Europe,Upsell,LinkedIn Outreach,Closed Won,131000,20.6,72.0,2022-09-25,2022-11-20,2022-10-27,1.0,,0,2022,Q3,0
OPP-5133,Xtreme Sports - BrandVault - Upsell - 2024,ACC-1019,,USR-3069,BrandVault,North America,Upsell,Partner Referral,Closed Won,288000,6.1,51.0,2024-06-11,2024-07-22,2024-08-23,1.0,,0,2024,Q2,0
OPP-5134,Luminos Beauty - TalentEdge - Cross-sell - 2022,ACC-1199,CON-2038,USR-3014,TalentEdge,Europe,Cross-sell,Partner Referral,Closed Won,104000,14.5,79.0,2022-01-08,2022-01-31,2022-02-14,1.0,,0,2022,Q1,0
OPP-5135,Sand Consumer - TalentEdge - New Business - 2018,ACC-1173,CON-2061,USR-3012,TalentEdge,Europe,New Business,Outbound Cold Call,Closed Lost,175000,11.6,68.0,2018-07-04,2018-08-06,2018-08-23,0.0,Internal staffing issue,0,2018,Q3,0
