activity_id,opportunity_id,user_id,activity_type,subject,activity_date,duration_minutes,outcome,is_outbound,days_since_deal_created
ACT-14651,OPP-5010,USR-3058,Proposal Sent,Proposal Sent re: Crystal Cosmetics - PulseMedia - Renewal,2017-02-22,30.0,Positive - Client interested,0,25
ACT-14652,OPP-5010,USR-3058,Phone Call,Phone Call re: Crystal Cosmetics - PulseMedia - Renewal,2017-02-23,90.0,Positive - Follow up scheduled,1,26
ACT-14653,OPP-5010,USR-3058,Email,Email re: Crystal Cosmetics - PulseMedia - Renewal,2017-02-27,,Positive - Follow up scheduled,1,30
ACT-14654,OPP-5011,USR-3054,Email,Email re: Jupiter Automotive - PulseMedia - New Bu,2023-04-09,,Positive - Follow up scheduled,0,2
ACT-14655,OPP-5011,USR-3054,Video Meeting,Video Meeting re: Jupiter Automotive - PulseMedia - New Bu,2023-04-18,15.0,Positive - Moving to next stage,1,11
ACT-14656,OPP-5011,USR-3054,Proposal Sent,Proposal Sent re: Jupiter Automotive - PulseMedia - New Bu,2023-04-28,60.0,Positive - Moving to next stage,0,21
ACT-14657,OPP-5011,USR-3054,Phone Call,Phone Call re: Jupiter Automotive - PulseMedia - New Bu,2023-05-02,60.0,Positive - Follow up scheduled,1,25
ACT-14658,OPP-5011,USR-3054,In-Person Meeting,In-Person Meeting re: Jupiter Automotive - PulseMedia - New Bu,2023-05-04,,Positive - Follow up scheduled,1,27
ACT-14659,OPP-5011,USR-3054,Video Meeting,Video Meeting re: Jupiter Automotive - PulseMedia - New Bu,2023-05-13,30.0,Positive - Client interested,1,36
ACT-14660,OPP-5012,USR-3035,Video Meeting,Video Meeting re: Oak Sports - CreativeMotion - New Busine,2023-07-27,90.0,Neutral - Information shared,1,7
ACT-14661,OPP-5012,USR-3035,Email,Email re: Oak Sports - CreativeMotion - New Busine,2023-08-07,,Positive - Follow up scheduled,1,18
ACT-14662,OPP-5012,USR-3035,Phone Call,Phone Call re: Oak Sports - CreativeMotion - New Busine,2023-08-07,60.0,Negative - Client hesitant,0,18
ACT-14663,OPP-5012,USR-3035,In-Person Meeting,In-Person Meeting re: Oak Sports - CreativeMotion - New Busine,2023-08-07,60.0,Positive - Moving to next stage,0,18
ACT-14664,OPP-5012,USR-3035,Email,Email re: Oak Sports - CreativeMotion - New Busine,2023-08-07,,Positive - Client interested,1,18
ACT-14665,OPP-5012,USR-3035,Proposal Sent,Proposal Sent re: Oak Sports - CreativeMotion - New Busine,2023-08-07,30.0,Positive - Client interested,1,18
ACT-14666,OPP-5012,USR-3035,Email,Email re: Oak Sports - CreativeMotion - New Busine,2023-08-07,,Neutral - Information shared,1,18
ACT-14667,OPP-5012,USR-3035,In-Person Meeting,In-Person Meeting re: Oak Sports - CreativeMotion - New Busine,2023-08-07,90.0,Positive - Client interested,0,18
ACT-14668,OPP-5013,USR-3053,Email,Email re: Slate Entertainment - PulseMedia - Renew,2016-10-23,,Positive - Follow up scheduled,0,12
ACT-14669,OPP-5013,USR-3053,Email,Email re: Slate Entertainment - PulseMedia - Renew,2016-11-01,,Positive - Follow up scheduled,1,21
ACT-14670,OPP-5013,USR-3053,Video Meeting,Video Meeting re: Slate Entertainment - PulseMedia - Renew,2016-11-02,,Positive - Moving to next stage,0,22
ACT-14671,OPP-5013,USR-3053,Phone Call,Phone Call re: Slate Entertainment - PulseMedia - Renew,2016-11-08,45.0,Positive - Follow up scheduled,0,28
ACT-14672,OPP-5013,USR-3053,Email,Email re: Slate Entertainment - PulseMedia - Renew,2016-11-11,,Positive - Client interested,0,31
ACT-14673,OPP-5013,USR-3053,Email,Email re: Slate Entertainment - PulseMedia - Renew,2016-11-18,,Positive - Follow up scheduled,1,38
ACT-14674,OPP-5014,USR-3052,In-Person Meeting,In-Person Meeting re: Blaze Sportswear - PulseMedia - New Busi,2020-05-26,90.0,,0,11
ACT-14675,OPP-5014,USR-3052,Demo,Demo re: Blaze Sportswear - PulseMedia - New Busi,2020-05-27,,Negative - Client hesitant,0,12
ACT-14676,OPP-5014,USR-3052,Phone Call,Phone Call re: Blaze Sportswear - PulseMedia - New Busi,2020-05-30,15.0,Positive - Follow up scheduled,0,15
ACT-14677,OPP-5014,USR-3052,Email,Email re: Blaze Sportswear - PulseMedia - New Busi,2020-06-06,,Negative - Client hesitant,0,22
ACT-14678,OPP-5014,USR-3052,Email,Email re: Blaze Sportswear - PulseMedia - New Busi,2020-06-13,,Positive - Follow up scheduled,1,29
ACT-14679,OPP-5014,USR-3052,Demo,Demo re: Blaze Sportswear - PulseMedia - New Busi,2020-06-20,,Neutral - Information shared,1,36
ACT-14680,OPP-5014,USR-3052,Email,Email re: Blaze Sportswear - PulseMedia - New Busi,2020-06-30,,Positive - Client interested,0,46
ACT-14681,OPP-5015,USR-3022,Proposal Sent,Proposal Sent re: Quiver Retail - CreativeMotion - Renewal,2023-03-28,,Positive - Client interested,1,7
ACT-14682,OPP-5015,USR-3022,Demo,Demo re: Quiver Retail - CreativeMotion - Renewal,2023-04-11,30.0,,1,21
ACT-14683,OPP-5015,USR-3022,Email,Email re: Quiver Retail - CreativeMotion - Renewal,2023-04-22,,Neutral - Information shared,1,32
ACT-14684,OPP-5015,USR-3022,Demo,Demo re: Quiver Retail - CreativeMotion - Renewal,2023-05-01,45.0,Neutral - Information shared,1,41
ACT-14685,OPP-5015,USR-3022,Proposal Sent,Proposal Sent re: Quiver Retail - CreativeMotion - Renewal,2023-05-01,30.0,Positive - Client interested,1,41
ACT-14686,OPP-5016,USR-3062,In-Person Meeting,In-Person Meeting re: Iris Apparel - BrandVault - New Business,2017-06-08,30.0,Positive - Moving to next stage,1,14
ACT-14687,OPP-5016,USR-3062,Phone Call,Phone Call re: Iris Apparel - BrandVault - New Business,2017-06-10,45.0,Positive - Client interested,1,16
ACT-14688,OPP-5016,USR-3062,Video Meeting,Video Meeting re: Iris Apparel - BrandVault - New Business,2017-06-16,30.0,Positive - Follow up scheduled,1,22
ACT-14689,OPP-5016,USR-3062,Phone Call,Phone Call re: Iris Apparel - BrandVault - New Business,2017-06-29,15.0,Positive - Follow up scheduled,1,35
ACT-14690,OPP-5016,USR-3062,Phone Call,Phone Call re: Iris Apparel - BrandVault - New Business,2017-07-04,,Neutral - Information shared,1,40
ACT-14691,OPP-5016,USR-3062,Video Meeting,Video Meeting re: Iris Apparel - BrandVault - New Business,2017-07-14,90.0,Positive - Client interested,1,50
ACT-14692,OPP-5016,USR-3062,Video Meeting,Video Meeting re: Iris Apparel - BrandVault - New Business,2017-07-15,45.0,Positive - Follow up scheduled,1,51
ACT-14693,OPP-5017,USR-3009,Email,Email re: Yawn Sports - TalentEdge - New Business ,2022-12-07,,Neutral - Information shared,0,5
ACT-14694,OPP-5017,USR-3009,Email,Email re: Yawn Sports - TalentEdge - New Business ,2022-12-12,,Positive - Follow up scheduled,0,10
ACT-14695,OPP-5017,USR-3009,Phone Call,Phone Call re: Yawn Sports - TalentEdge - New Business ,2022-12-18,60.0,Positive - Follow up scheduled,0,16
ACT-14696,OPP-5017,USR-3009,Phone Call,Phone Call re: Yawn Sports - TalentEdge - New Business ,2022-12-20,60.0,Positive - Follow up scheduled,1,18
ACT-14697,OPP-5017,USR-3009,In-Person Meeting,In-Person Meeting re: Yawn Sports - TalentEdge - New Business ,2022-12-20,15.0,Positive - Moving to next stage,1,18
ACT-14698,OPP-5017,USR-3009,Phone Call,Phone Call re: Yawn Sports - TalentEdge - New Business ,2022-12-20,90.0,Positive - Follow up scheduled,1,18
ACT-14699,OPP-5018,USR-3001,Email,Email re: Quantum Consumer - TalentEdge - Upsell -,2015-08-31,,Positive - Follow up scheduled,1,3
ACT-14700,OPP-5018,USR-3001,Email,Email re: Quantum Consumer - TalentEdge - Upsell -,2015-09-09,,Positive - Follow up scheduled,1,12
ACT-14701,OPP-5018,USR-3001,Video Meeting,Video Meeting re: Quantum Consumer - TalentEdge - Upsell -,2015-09-12,90.0,Neutral - Information shared,1,15
ACT-14702,OPP-5018,USR-3001,Phone Call,Phone Call re: Quantum Consumer - TalentEdge - Upsell -,2015-09-19,60.0,Positive - Client interested,1,22
ACT-14703,OPP-5018,USR-3001,Phone Call,Phone Call re: Quantum Consumer - TalentEdge - Upsell -,2015-09-20,45.0,Positive - Client interested,1,23
ACT-14704,OPP-5018,USR-3001,Video Meeting,Video Meeting re: Quantum Consumer - TalentEdge - Upsell -,2015-09-21,90.0,Positive - Client interested,1,24
ACT-14705,OPP-5018,USR-3001,Video Meeting,Video Meeting re: Quantum Consumer - TalentEdge - Upsell -,2015-10-01,45.0,Positive - Moving to next stage,1,34
ACT-14706,OPP-5018,USR-3001,Phone Call,Phone Call re: Quantum Consumer - TalentEdge - Upsell -,2015-10-07,15.0,,0,40
ACT-14707,OPP-5019,USR-3072,Email,Email re: Koda Cosmetics - BrandVault - New Busine,2021-12-12,,Negative - Client hesitant,0,8
ACT-14708,OPP-5019,USR-3072,Phone Call,Phone Call re: Koda Cosmetics - BrandVault - New Busine,2021-12-25,90.0,,1,21
ACT-14709,OPP-5019,USR-3072,In-Person Meeting,In-Person Meeting re: Koda Cosmetics - BrandVault - New Busine,2021-12-26,,Neutral - Information shared,1,22
ACT-14710,OPP-5019,USR-3072,Demo,Demo re: Koda Cosmetics - BrandVault - New Busine,2022-01-08,,Positive - Client interested,1,35
ACT-14711,OPP-5019,USR-3072,Phone Call,Phone Call re: Koda Cosmetics - BrandVault - New Busine,2022-01-17,30.0,Positive - Moving to next stage,1,44
ACT-14712,OPP-5020,USR-3017,Email,Email re: Wraith Athletics - TalentEdge - Renewal ,2019-08-16,,Neutral - Information shared,1,14
ACT-14713,OPP-5020,USR-3017,In-Person Meeting,In-Person Meeting re: Wraith Athletics - TalentEdge - Renewal ,2019-08-27,90.0,Neutral - Information shared,1,25
ACT-14714,OPP-5020,USR-3017,Email,Email re: Wraith Athletics - TalentEdge - Renewal ,2019-09-05,,,1,34
ACT-14715,OPP-5020,USR-3017,Video Meeting,Video Meeting re: Wraith Athletics - TalentEdge - Renewal ,2019-09-18,90.0,,1,47
ACT-14716,OPP-5021,USR-3059,In-Person Meeting,In-Person Meeting re: Kappa Consumer - PulseMedia - Cross-sell,2018-05-14,90.0,,1,3
ACT-14717,OPP-5021,USR-3059,Phone Call,Phone Call re: Kappa Consumer - PulseMedia - Cross-sell,2018-05-22,45.0,Positive - Moving to next stage,1,11
ACT-14718,OPP-5021,USR-3059,Email,Email re: Kappa Consumer - PulseMedia - Cross-sell,2018-05-31,,Neutral - Information shared,1,20
ACT-14719,OPP-5021,USR-3059,Phone Call,Phone Call re: Kappa Consumer - PulseMedia - Cross-sell,2018-06-04,60.0,Neutral - Information shared,1,24
ACT-14720,OPP-5021,USR-3059,Video Meeting,Video Meeting re: Kappa Consumer - PulseMedia - Cross-sell,2018-06-05,45.0,Positive - Client interested,1,25
ACT-14721,OPP-5021,USR-3059,Email,Email re: Kappa Consumer - PulseMedia - Cross-sell,2018-06-15,,Positive - Follow up scheduled,0,35
ACT-14722,OPP-5022,USR-3004,In-Person Meeting,In-Person Meeting re: Yawn Sports - TalentEdge - Upsell - 2018,2018-09-14,,Positive - Follow up scheduled,1,10
ACT-14723,OPP-5022,USR-3004,Email,Email re: Yawn Sports - TalentEdge - Upsell - 2018,2018-09-28,,Positive - Follow up scheduled,1,24
ACT-14724,OPP-5022,USR-3004,Email,Email re: Yawn Sports - TalentEdge - Upsell - 2018,2018-09-29,,Neutral - Information shared,1,25
ACT-14725,OPP-5022,USR-3004,In-Person Meeting,In-Person Meeting re: Yawn Sports - TalentEdge - Upsell - 2018,2018-09-29,60.0,Positive - Client interested,0,25
ACT-14726,OPP-5022,USR-3004,Video Meeting,Video Meeting re: Yawn Sports - TalentEdge - Upsell - 2018,2018-09-29,90.0,Positive - Follow up scheduled,1,25
ACT-14727,OPP-5022,USR-3004,Email,Email re: Yawn Sports - TalentEdge - Upsell - 2018,2018-09-29,,Neutral - Information shared,1,25
ACT-14728,OPP-5023,USR-3009,Video Meeting,Video Meeting re: Craft Cosmetics - TalentEdge - New Busin,2017-04-12,,Positive - Follow up scheduled,1,5
ACT-14729,OPP-5023,USR-3009,In-Person Meeting,In-Person Meeting re: Craft Cosmetics - TalentEdge - New Busin,2017-04-15,90.0,Positive - Follow up scheduled,1,8
ACT-14730,OPP-5023,USR-3009,Video Meeting,Video Meeting re: Craft Cosmetics - TalentEdge - New Busin,2017-04-21,15.0,,1,14
ACT-14731,OPP-5023,USR-3009,Demo,Demo re: Craft Cosmetics - TalentEdge - New Busin,2017-04-29,,Negative - Client hesitant,0,22
ACT-14732,OPP-5023,USR-3009,Phone Call,Phone Call re: Craft Cosmetics - TalentEdge - New Busin,2017-04-30,,Positive - Follow up scheduled,1,23
ACT-14733,OPP-5023,USR-3009,Phone Call,Phone Call re: Craft Cosmetics - TalentEdge - New Busin,2017-05-13,60.0,Positive - Moving to next stage,1,36
ACT-14734,OPP-5023,USR-3009,Email,Email re: Craft Cosmetics - TalentEdge - New Busin,2017-05-23,,Negative - Client hesitant,0,46
ACT-14735,OPP-5024,USR-3050,Phone Call,Phone Call re: Raven Entertainment - PulseMedia - Renew,2021-09-02,60.0,Positive - Moving to next stage,1,12
ACT-14736,OPP-5024,USR-3050,Phone Call,Phone Call re: Raven Entertainment - PulseMedia - Renew,2021-09-06,90.0,Positive - Follow up scheduled,1,16
ACT-14737,OPP-5024,USR-3050,Video Meeting,Video Meeting re: Raven Entertainment - PulseMedia - Renew,2021-09-10,60.0,Positive - Moving to next stage,1,20
ACT-14738,OPP-5024,USR-3050,Video Meeting,Video Meeting re: Raven Entertainment - PulseMedia - Renew,2021-09-22,,Neutral - Information shared,1,32
ACT-14739,OPP-5024,USR-3050,In-Person Meeting,In-Person Meeting re: Raven Entertainment - PulseMedia - Renew,2021-09-29,15.0,Neutral - Information shared,0,39
ACT-14740,OPP-5024,USR-3050,Proposal Sent,Proposal Sent re: Raven Entertainment - PulseMedia - Renew,2021-09-30,90.0,Neutral - Information shared,1,40
ACT-14741,OPP-5024,USR-3050,Email,Email re: Raven Entertainment - PulseMedia - Renew,2021-10-02,,Positive - Client interested,0,42
ACT-14742,OPP-5024,USR-3050,Email,Email re: Raven Entertainment - PulseMedia - Renew,2021-10-09,,Negative - Client hesitant,0,49
ACT-14743,OPP-5024,USR-3050,Email,Email re: Raven Entertainment - PulseMedia - Renew,2021-10-18,,Positive - Client interested,1,58
ACT-14744,OPP-5025,USR-3023,Proposal Sent,Proposal Sent re: Cobalt Apparel - CreativeMotion - Upsell,2022-02-15,60.0,Positive - Client interested,1,3
ACT-14745,OPP-5025,USR-3023,Proposal Sent,Proposal Sent re: Cobalt Apparel - CreativeMotion - Upsell,2022-02-19,90.0,Positive - Client interested,1,7
ACT-14746,OPP-5025,USR-3023,Demo,Demo re: Cobalt Apparel - CreativeMotion - Upsell,2022-02-28,45.0,Positive - Follow up scheduled,0,16
ACT-14747,OPP-5025,USR-3023,In-Person Meeting,In-Person Meeting re: Cobalt Apparel - CreativeMotion - Upsell,2022-03-02,15.0,Positive - Follow up scheduled,0,18
ACT-14748,OPP-5025,USR-3023,Video Meeting,Video Meeting re: Cobalt Apparel - CreativeMotion - Upsell,2022-03-06,,,1,22
ACT-14749,OPP-5025,USR-3023,Phone Call,Phone Call re: Cobalt Apparel - CreativeMotion - Upsell,2022-03-20,,Positive - Client interested,1,36
ACT-14750,OPP-5025,USR-3023,Phone Call,Phone Call re: Cobalt Apparel - CreativeMotion - Upsell,2022-03-20,15.0,Positive - Follow up scheduled,1,36
ACT-14751,OPP-5025,USR-3023,Demo,Demo re: Cobalt Apparel - CreativeMotion - Upsell,2022-03-20,,Positive - Follow up scheduled,0,36
ACT-14752,OPP-5025,USR-3023,Phone Call,Phone Call re: Cobalt Apparel - CreativeMotion - Upsell,2022-03-20,15.0,Positive - Client interested,1,36
ACT-14753,OPP-5025,USR-3023,Video Meeting,Video Meeting re: Cobalt Apparel - CreativeMotion - Upsell,2022-03-20,45.0,Positive - Client interested,1,36
ACT-14754,OPP-5026,USR-3005,Phone Call,Phone Call re: Upsilon Consumer - TalentEdge - New Busi,2018-11-12,60.0,Positive - Follow up scheduled,1,4
ACT-14755,OPP-5026,USR-3005,In-Person Meeting,In-Person Meeting re: Upsilon Consumer - TalentEdge - New Busi,2018-11-20,45.0,Positive - Client interested,0,12
ACT-14756,OPP-5026,USR-3005,In-Person Meeting,In-Person Meeting re: Upsilon Consumer - TalentEdge - New Busi,2018-11-25,30.0,,1,17
ACT-14757,OPP-5026,USR-3005,Demo,Demo re: Upsilon Consumer - TalentEdge - New Busi,2018-12-06,15.0,Positive - Client interested,1,28
ACT-14758,OPP-5026,USR-3005,Phone Call,Phone Call re: Upsilon Consumer - TalentEdge - New Busi,2018-12-08,45.0,Neutral - Information shared,1,30
ACT-14759,OPP-5026,USR-3005,Video Meeting,Video Meeting re: Upsilon Consumer - TalentEdge - New Busi,2018-12-08,60.0,Positive - Follow up scheduled,1,30
ACT-14760,OPP-5026,USR-3005,Video Meeting,Video Meeting re: Upsilon Consumer - TalentEdge - New Busi,2018-12-08,15.0,Neutral - Information shared,1,30
ACT-14761,OPP-5027,USR-3037,Email,Email re: Prism Media - PulseMedia - Renewal - 202,2020-08-17,,Neutral - Information shared,0,3
ACT-14762,OPP-5027,USR-3037,Email,Email re: Prism Media - PulseMedia - Renewal - 202,2020-08-24,,Positive - Moving to next stage,0,10
ACT-14763,OPP-5027,USR-3037,Email,Email re: Prism Media - PulseMedia - Renewal - 202,2020-08-31,,Positive - Client interested,1,17
ACT-14764,OPP-5027,USR-3037,Phone Call,Phone Call re: Prism Media - PulseMedia - Renewal - 202,2020-09-05,45.0,Positive - Follow up scheduled,1,22
ACT-14765,OPP-5027,USR-3037,In-Person Meeting,In-Person Meeting re: Prism Media - PulseMedia - Renewal - 202,2020-09-10,60.0,Positive - Moving to next stage,1,27
ACT-14766,OPP-5027,USR-3037,In-Person Meeting,In-Person Meeting re: Prism Media - PulseMedia - Renewal - 202,2020-09-15,,Positive - Follow up scheduled,1,32
ACT-14767,OPP-5027,USR-3037,In-Person Meeting,In-Person Meeting re: Prism Media - PulseMedia - Renewal - 202,2020-09-20,45.0,Positive - Follow up scheduled,1,37
ACT-14768,OPP-5027,USR-3037,Phone Call,Phone Call re: Prism Media - PulseMedia - Renewal - 202,2020-10-01,30.0,Positive - Moving to next stage,1,48
ACT-14769,OPP-5027,USR-3037,Email,Email re: Prism Media - PulseMedia - Renewal - 202,2020-10-07,,Positive - Client interested,1,54
ACT-14770,OPP-5027,USR-3037,Video Meeting,Video Meeting re: Prism Media - PulseMedia - Renewal - 202,2020-10-10,90.0,Positive - Follow up scheduled,1,57
ACT-14771,OPP-5028,USR-3054,Phone Call,Phone Call re: Dusk Entertainment - PulseMedia - Renewa,2022-11-14,15.0,Positive - Follow up scheduled,1,7
ACT-14772,OPP-5028,USR-3054,Email,Email re: Dusk Entertainment - PulseMedia - Renewa,2022-11-22,,Positive - Follow up scheduled,1,15
ACT-14773,OPP-5028,USR-3054,Phone Call,Phone Call re: Dusk Entertainment - PulseMedia - Renewa,2022-12-03,,Positive - Moving to next stage,1,26
ACT-14774,OPP-5028,USR-3054,Video Meeting,Video Meeting re: Dusk Entertainment - PulseMedia - Renewa,2022-12-07,30.0,Neutral - Information shared,1,30
ACT-14775,OPP-5028,USR-3054,Phone Call,Phone Call re: Dusk Entertainment - PulseMedia - Renewa,2022-12-10,45.0,Positive - Follow up scheduled,0,33
ACT-14776,OPP-5028,USR-3054,In-Person Meeting,In-Person Meeting re: Dusk Entertainment - PulseMedia - Renewa,2022-12-19,,Positive - Follow up scheduled,0,42
ACT-14777,OPP-5028,USR-3054,Proposal Sent,Proposal Sent re: Dusk Entertainment - PulseMedia - Renewa,2023-01-02,30.0,,1,56
ACT-14778,OPP-5028,USR-3054,Email,Email re: Dusk Entertainment - PulseMedia - Renewa,2023-01-05,,Positive - Follow up scheduled,1,59
ACT-14779,OPP-5028,USR-3054,Phone Call,Phone Call re: Dusk Entertainment - PulseMedia - Renewa,2023-01-08,,Positive - Client interested,1,62
ACT-14780,OPP-5028,USR-3054,Email,Email re: Dusk Entertainment - PulseMedia - Renewa,2023-01-08,,Positive - Follow up scheduled,1,62
ACT-14781,OPP-5029,USR-3075,Phone Call,Phone Call re: Xcel Cosmetics - BrandVault - New Busine,2017-07-17,60.0,Neutral - Information shared,1,9
ACT-14782,OPP-5029,USR-3075,Demo,Demo re: Xcel Cosmetics - BrandVault - New Busine,2017-07-26,60.0,Negative - Client hesitant,1,18
ACT-14783,OPP-5029,USR-3075,Phone Call,Phone Call re: Xcel Cosmetics - BrandVault - New Busine,2017-08-02,90.0,,0,25
ACT-14784,OPP-5029,USR-3075,Video Meeting,Video Meeting re: Xcel Cosmetics - BrandVault - New Busine,2017-08-04,30.0,Positive - Follow up scheduled,0,27
ACT-14785,OPP-5030,USR-3003,In-Person Meeting,In-Person Meeting re: Edge Cosmetics - TalentEdge - New Busine,2022-12-07,30.0,Positive - Moving to next stage,0,13
ACT-14786,OPP-5030,USR-3003,In-Person Meeting,In-Person Meeting re: Edge Cosmetics - TalentEdge - New Busine,2022-12-15,30.0,Positive - Follow up scheduled,0,21
ACT-14787,OPP-5030,USR-3003,Phone Call,Phone Call re: Edge Cosmetics - TalentEdge - New Busine,2022-12-29,30.0,Positive - Follow up scheduled,0,35
ACT-14788,OPP-5030,USR-3003,Video Meeting,Video Meeting re: Edge Cosmetics - TalentEdge - New Busine,2023-01-10,,Negative - Client hesitant,1,47
ACT-14789,OPP-5030,USR-3003,Video Meeting,Video Meeting re: Edge Cosmetics - TalentEdge - New Busine,2023-01-10,90.0,Positive - Follow up scheduled,0,47
ACT-14790,OPP-5030,USR-3003,Email,Email re: Edge Cosmetics - TalentEdge - New Busine,2023-01-10,,Positive - Follow up scheduled,0,47
ACT-14791,OPP-5030,USR-3003,Email,Email re: Edge Cosmetics - TalentEdge - New Busine,2023-01-10,,Positive - Follow up scheduled,1,47
ACT-14792,OPP-5031,USR-3059,Email,Email re: Neon Cosmetics - PulseMedia - New Busine,2021-02-09,,Positive - Client interested,1,7
ACT-14793,OPP-5031,USR-3059,Email,Email re: Neon Cosmetics - PulseMedia - New Busine,2021-02-19,,Positive - Follow up scheduled,1,17
ACT-14794,OPP-5031,USR-3059,Email,Email re: Neon Cosmetics - PulseMedia - New Busine,2021-02-28,,Positive - Moving to next stage,1,26
ACT-14795,OPP-5031,USR-3059,Email,Email re: Neon Cosmetics - PulseMedia - New Busine,2021-03-03,,Positive - Moving to next stage,1,29
ACT-14796,OPP-5031,USR-3059,Phone Call,Phone Call re: Neon Cosmetics - PulseMedia - New Busine,2021-03-04,60.0,Neutral - Information shared,0,30
ACT-14797,OPP-5031,USR-3059,Video Meeting,Video Meeting re: Neon Cosmetics - PulseMedia - New Busine,2021-03-15,90.0,Neutral - Information shared,1,41
ACT-14798,OPP-5031,USR-3059,Phone Call,Phone Call re: Neon Cosmetics - PulseMedia - New Busine,2021-03-17,30.0,Positive - Follow up scheduled,1,43
ACT-14799,OPP-5031,USR-3059,Email,Email re: Neon Cosmetics - PulseMedia - New Busine,2021-03-22,,Positive - Client interested,1,48
ACT-14800,OPP-5031,USR-3059,Phone Call,Phone Call re: Neon Cosmetics - PulseMedia - New Busine,2021-03-22,45.0,Positive - Follow up scheduled,1,48
ACT-14801,OPP-5031,USR-3059,Video Meeting,Video Meeting re: Neon Cosmetics - PulseMedia - New Busine,2021-03-22,15.0,Positive - Client interested,0,48
ACT-14802,OPP-5032,USR-3071,Email,Email re: Horizon Fashion - BrandVault - New Busin,2018-02-06,,Positive - Follow up scheduled,1,1
ACT-14803,OPP-5032,USR-3071,Email,Email re: Horizon Fashion - BrandVault - New Busin,2018-02-12,,Neutral - Information shared,1,7
ACT-14804,OPP-5032,USR-3071,Demo,Demo re: Horizon Fashion - BrandVault - New Busin,2018-02-21,,Neutral - Information shared,1,16
ACT-14805,OPP-5032,USR-3071,Phone Call,Phone Call re: Horizon Fashion - BrandVault - New Busin,2018-02-27,30.0,Positive - Follow up scheduled,1,22
ACT-14806,OPP-5032,USR-3071,Demo,Demo re: Horizon Fashion - BrandVault - New Busin,2018-03-03,60.0,Positive - Client interested,0,26
ACT-14807,OPP-5032,USR-3071,Email,Email re: Horizon Fashion - BrandVault - New Busin,2018-03-15,,Neutral - Information shared,1,38
ACT-14808,OPP-5032,USR-3071,Video Meeting,Video Meeting re: Horizon Fashion - BrandVault - New Busin,2018-03-23,60.0,Positive - Follow up scheduled,1,46
ACT-14809,OPP-5032,USR-3071,Phone Call,Phone Call re: Horizon Fashion - BrandVault - New Busin,2018-03-27,45.0,Neutral - Information shared,1,50
ACT-14810,OPP-5032,USR-3071,Email,Email re: Horizon Fashion - BrandVault - New Busin,2018-04-04,,Positive - Follow up scheduled,1,58
ACT-14811,OPP-5033,USR-3025,In-Person Meeting,In-Person Meeting re: Zenith Financial - CreativeMotion - Upse,2021-05-24,,Positive - Client interested,1,2
ACT-14812,OPP-5033,USR-3025,Email,Email re: Zenith Financial - CreativeMotion - Upse,2021-06-05,,Neutral - Information shared,1,14
ACT-14813,OPP-5033,USR-3025,Demo,Demo re: Zenith Financial - CreativeMotion - Upse,2021-06-11,90.0,Positive - Client interested,1,20
ACT-14814,OPP-5033,USR-3025,Demo,Demo re: Zenith Financial - CreativeMotion - Upse,2021-06-12,,Positive - Follow up scheduled,1,21
ACT-14815,OPP-5033,USR-3025,Email,Email re: Zenith Financial - CreativeMotion - Upse,2021-06-21,,Positive - Moving to next stage,1,30
ACT-14816,OPP-5033,USR-3025,Email,Email re: Zenith Financial - CreativeMotion - Upse,2021-06-29,,Positive - Follow up scheduled,0,38
ACT-14817,OPP-5033,USR-3025,Phone Call,Phone Call re: Zenith Financial - CreativeMotion - Upse,2021-06-29,,Positive - Follow up scheduled,0,38
ACT-14818,OPP-5033,USR-3025,Phone Call,Phone Call re: Zenith Financial - CreativeMotion - Upse,2021-06-29,,Neutral - Information shared,1,38
ACT-14819,OPP-5034,USR-3075,Email,Email re: Nest Retail - BrandVault - New Business ,2023-09-15,,Positive - Client interested,0,3
ACT-14820,OPP-5034,USR-3075,Email,Email re: Nest Retail - BrandVault - New Business ,2023-09-28,,Positive - Moving to next stage,1,16
ACT-14821,OPP-5034,USR-3075,Email,Email re: Nest Retail - BrandVault - New Business ,2023-10-01,,Positive - Follow up scheduled,1,19
ACT-14822,OPP-5034,USR-3075,Phone Call,Phone Call re: Nest Retail - BrandVault - New Business ,2023-10-14,60.0,Positive - Client interested,1,32
ACT-14823,OPP-5034,USR-3075,Email,Email re: Nest Retail - BrandVault - New Business ,2023-10-24,,Positive - Follow up scheduled,1,42
ACT-14824,OPP-5034,USR-3075,Video Meeting,Video Meeting re: Nest Retail - BrandVault - New Business ,2023-11-04,90.0,Positive - Client interested,0,53
ACT-14825,OPP-5034,USR-3075,Email,Email re: Nest Retail - BrandVault - New Business ,2023-11-09,,Positive - Follow up scheduled,1,58
ACT-14826,OPP-5034,USR-3075,Email,Email re: Nest Retail - BrandVault - New Business ,2023-11-16,,Positive - Follow up scheduled,0,65
ACT-14827,OPP-5034,USR-3075,Demo,Demo re: Nest Retail - BrandVault - New Business ,2023-11-20,90.0,,0,69
ACT-14828,OPP-5034,USR-3075,Video Meeting,Video Meeting re: Nest Retail - BrandVault - New Business ,2023-11-29,60.0,Positive - Follow up scheduled,1,78
ACT-14829,OPP-5035,USR-3013,Email,Email re: Titan Apparel - TalentEdge - Upsell - 20,2022-01-24,,Positive - Moving to next stage,1,9
ACT-14830,OPP-5035,USR-3013,Email,Email re: Titan Apparel - TalentEdge - Upsell - 20,2022-01-30,,Neutral - Information shared,0,15
