line_item_id,opportunity_id,product_id,line_item_name,line_item_type,unit_type,unit_price,quantity,gross_amount,discount_applied_pct,net_amount,is_negotiated,created_date
LI-9989,OPP-5125,PRD-9007,Usage Rights - Global,Usage Rights,flat fee,42692.9,1,42692.9,19.8,34239.71,1,2023-02-23
LI-9990,OPP-5126,PRD-9027,Character License - MG,Character License,flat fee,704143.13,1,704143.13,20.7,558385.5,1,2018-09-26
LI-9991,OPP-5126,PRD-9028,Sports Logo License,Sports Logo License,flat fee,349548.69,1,349548.69,14.8,297815.48,1,2018-09-26
LI-9992,OPP-5126,PRD-9029,Territory Rights Fee,Territory Rights Fee,flat fee,59808.18,1,59808.18,21.3,47069.04,1,2018-09-26
LI-9993,OPP-5127,PRD-9007,Usage Rights - Global,Usage Rights,flat fee,26652.04,1,26652.04,4.6,25426.05,0,2024-06-28
LI-9994,OPP-5127,PRD-9004,Creative Director - Day Rate,Creative Director,per day,4322.62,10,43226.2,14.2,37088.08,1,2024-06-28
LI-9995,OPP-5127,PRD-9002,Stylist - Day Rate,Stylist,per day,2180.19,9,19621.71,14.6,16756.94,1,2024-06-28
LI-9996,OPP-5128,PRD-9024,Brand License - Minimum Guarantee,Brand License,flat fee,112249.23,1,112249.23,18.7,91258.62,1,2022-05-26
LI-9997,OPP-5128,PRD-9029,Territory Rights Fee,Territory Rights Fee,flat fee,13912.86,1,13912.86,7.8,12827.66,1,2022-05-26
LI-9998,OPP-5128,PRD-9026,Trademark License Fee,Trademark License Fee,flat fee,27893.97,1,27893.97,13.3,24184.07,1,2022-05-26
LI-9999,OPP-5128,PRD-9028,Sports Logo License,Sports Logo License,flat fee,95943.94,1,95943.94,0.8,95176.39,0,2022-05-26
LI-10000,OPP-5129,PRD-9028,Sports Logo License,Sports Logo License,flat fee,501500.0,1,501500.0,3.6,483446.0,0,2021-02-24
LI-10001,OPP-5130,PRD-9023,Analytics & Reporting,Analytics & Reporting,per month,13772.2,4,55088.8,11.8,48588.32,1,2021-09-20
LI-10002,OPP-5130,PRD-9020,Branding & Identity,Branding & Identity,flat fee,38443.59,1,38443.59,3.2,37213.4,0,2021-09-20
LI-10003,OPP-5130,PRD-9018,Social Media Management,Social Media Management,per month,34701.84,5,173509.2,10.3,155637.75,1,2021-09-20
LI-10004,OPP-5130,PRD-9019,Media Planning & Buying,Media Planning & Buying,flat fee,92458.43,1,92458.43,0.2,92273.51,0,2021-09-20
LI-10005,OPP-5131,PRD-9028,Sports Logo License,Sports Logo License,flat fee,231174.75,1,231174.75,12.1,203202.61,1,2018-10-16
LI-10006,OPP-5131,PRD-9025,Royalty Agreement Setup,Royalty Agreement Setup,flat fee,11645.09,1,11645.09,4.2,11156.0,0,2018-10-16
LI-10007,OPP-5131,PRD-9027,Character License - MG,Character License,flat fee,116680.16,1,116680.16,10.3,104662.1,1,2018-10-16
LI-10008,OPP-5132,PRD-9017,Digital Marketing - Hourly,Digital Marketing,per hour,50.76,104,5279.04,15.6,4455.51,1,2022-09-25
LI-10009,OPP-5132,PRD-9018,Social Media Management,Social Media Management,per month,7122.55,5,35612.75,19.2,28775.1,1,2022-09-25
LI-10010,OPP-5132,PRD-9016,Campaign Strategy Fee,Campaign Strategy Fee,flat fee,18399.67,1,18399.67,15.5,15547.72,1,2022-09-25
LI-10011,OPP-5132,PRD-9023,Analytics & Reporting,Analytics & Reporting,per month,2089.71,1,2089.71,4.9,1987.31,0,2022-09-25
LI-10012,OPP-5132,PRD-9021,Event Marketing,Event Marketing,flat fee,4913.87,1,4913.87,9.6,4442.14,1,2022-09-25
LI-10013,OPP-5132,PRD-9020,Branding & Identity,Branding & Identity,flat fee,18389.62,1,18389.62,22.7,14215.18,1,2022-09-25
LI-10014,OPP-5132,PRD-9022,Content Creation Package,Content Creation Package,flat fee,17976.12,1,17976.12,26.2,13266.38,1,2022-09-25
LI-10015,OPP-5132,PRD-9019,Media Planning & Buying,Media Planning & Buying,flat fee,28338.99,1,28338.99,11.1,25193.36,1,2022-09-25
LI-10016,OPP-5133,PRD-9030,License Renewal Fee,License Renewal Fee,flat fee,51505.06,1,51505.06,7.5,47642.18,1,2024-06-11
LI-10017,OPP-5133,PRD-9028,Sports Logo License,Sports Logo License,flat fee,236494.94,1,236494.94,2.3,231055.56,0,2024-06-11
LI-10018,OPP-5134,PRD-9000,Model - Day Rate,Model,per day,7054.36,4,28217.44,5.5,26665.48,1,2022-01-08
LI-10019,OPP-5134,PRD-9004,Creative Director - Day Rate,Creative Director,per day,3044.06,10,30440.6,21.3,23956.75,1,2022-01-08
LI-10020,OPP-5134,PRD-9005,Usage Rights - Print,Usage Rights,flat fee,6699.94,1,6699.94,21.5,5259.45,1,2022-01-08
LI-10021,OPP-5134,PRD-9002,Stylist - Day Rate,Stylist,per day,1523.49,4,6093.96,13.1,5295.65,1,2022-01-08
LI-10022,OPP-5134,PRD-9006,Usage Rights - Digital,Usage Rights,flat fee,6861.95,1,6861.95,0.5,6827.64,0,2022-01-08
LI-10023,OPP-5134,PRD-9008,Production - Location Rental,Production,flat fee,1979.12,1,1979.12,2.6,1927.66,0,2022-01-08
LI-10024,OPP-5134,PRD-9007,Usage Rights - Global,Usage Rights,flat fee,23706.96,1,23706.96,5.6,22379.37,1,2022-01-08
LI-10025,OPP-5135,PRD-9008,Production - Location Rental,Production,flat fee,11364.72,1,11364.72,8.3,10421.45,1,2018-07-04
LI-10026,OPP-5135,PRD-9006,Usage Rights - Digital,Usage Rights,flat fee,9344.11,1,9344.11,8.1,8587.24,1,2018-07-04
LI-10027,OPP-5135,PRD-9000,Model - Day Rate,Model,per day,22606.24,3,67818.72,10.5,60697.75,1,2018-07-04
LI-10028,OPP-5135,PRD-9001,Photographer - Day Rate,Photographer,per day,6613.82,9,59524.38,17.2,49286.19,1,2018-07-04
LI-10029,OPP-5135,PRD-9004,Creative Director - Day Rate,Creative Director,per day,9235.69,2,18471.38,10.8,16476.47,1,2018-07-04
LI-10030,OPP-5135,PRD-9003,Makeup Artist - Day Rate,Makeup Artist,per day,2119.18,4,8476.72,13.8,7306.93,1,2018-07-04
LI-10031,OPP-5136,PRD-9023,Analytics & Reporting,Analytics & Reporting,per month,3893.34,2,7786.68,8.4,7132.6,1,2020-12-02
LI-10032,OPP-5136,PRD-9020,Branding & Identity,Branding & Identity,flat fee,34864.22,1,34864.22,3.9,33504.52,0,2020-12-02
LI-10033,OPP-5136,PRD-9019,Media Planning & Buying,Media Planning & Buying,flat fee,29739.83,1,29739.83,8.5,27211.94,1,2020-12-02
LI-10034,OPP-5136,PRD-9016,Campaign Strategy Fee,Campaign Strategy Fee,flat fee,6977.05,1,6977.05,5.7,6579.36,1,2020-12-02
LI-10035,OPP-5136,PRD-9022,Content Creation Package,Content Creation Package,flat fee,9817.97,1,9817.97,2.2,9601.97,0,2020-12-02
LI-10036,OPP-5136,PRD-9017,Digital Marketing - Hourly,Digital Marketing,per hour,127.2,87,11066.4,5.6,10446.68,1,2020-12-02
LI-10037,OPP-5136,PRD-9021,Event Marketing,Event Marketing,flat fee,9822.95,1,9822.95,5.9,9243.4,1,2020-12-02
LI-10038,OPP-5136,PRD-9018,Social Media Management,Social Media Management,per month,7785.03,5,38925.15,3.4,37601.69,0,2020-12-02
LI-10039,OPP-5137,PRD-9015,Photography Package,Photography Package,flat fee,5750.31,1,5750.31,12.8,5014.27,1,2020-01-13
LI-10040,OPP-5137,PRD-9014,Video Production Package,Video Production Package,flat fee,57146.6,1,57146.6,17.7,47031.65,1,2020-01-13
LI-10041,OPP-5137,PRD-9011,Designer - Day Rate,Designer,per day,2758.6,5,13793.0,1.3,13613.69,0,2020-01-13
LI-10042,OPP-5137,PRD-9010,Director - Day Rate,Director,per day,4324.92,9,38924.28,15.3,32968.87,1,2020-01-13
LI-10043,OPP-5137,PRD-9012,Content Writer - Day Rate,Content Writer,per day,1385.77,1,1385.77,1.2,1369.14,0,2020-01-13
LI-10044,OPP-5138,PRD-9006,Usage Rights - Digital,Usage Rights,flat fee,1038.61,1,1038.61,1.8,1019.92,0,2016-09-04
LI-10045,OPP-5138,PRD-9007,Usage Rights - Global,Usage Rights,flat fee,23856.83,1,23856.83,6.8,22234.57,1,2016-09-04
LI-10046,OPP-5138,PRD-9003,Makeup Artist - Day Rate,Makeup Artist,per day,800.61,6,4803.66,26.4,3535.49,1,2016-09-04
LI-10047,OPP-5138,PRD-9002,Stylist - Day Rate,Stylist,per day,1409.77,6,8458.62,6.4,7917.27,1,2016-09-04
LI-10048,OPP-5138,PRD-9005,Usage Rights - Print,Usage Rights,flat fee,9663.19,1,9663.19,30.7,6696.59,1,2016-09-04
LI-10049,OPP-5138,PRD-9000,Model - Day Rate,Model,per day,5739.87,7,40179.09,2.1,39335.33,0,2016-09-04
LI-10050,OPP-5139,PRD-9004,Creative Director - Day Rate,Creative Director,per day,17260.01,2,34520.02,13.9,29721.74,1,2020-01-01
LI-10051,OPP-5139,PRD-9007,Usage Rights - Global,Usage Rights,flat fee,175380.18,1,175380.18,7.2,162752.81,1,2020-01-01
LI-10052,OPP-5139,PRD-9002,Stylist - Day Rate,Stylist,per day,14799.9,2,29599.8,19.7,23768.64,1,2020-01-01
LI-10053,OPP-5140,PRD-9006,Usage Rights - Digital,Usage Rights,flat fee,18618.8,1,18618.8,4.7,17743.72,0,2021-05-28
LI-10054,OPP-5140,PRD-9001,Photographer - Day Rate,Photographer,per day,8983.66,3,26950.98,6.1,25306.97,1,2021-05-28
LI-10055,OPP-5140,PRD-9005,Usage Rights - Print,Usage Rights,flat fee,13215.46,1,13215.46,2.2,12924.72,0,2021-05-28
LI-10056,OPP-5140,PRD-9002,Stylist - Day Rate,Stylist,per day,3632.44,4,14529.76,6.1,13643.44,1,2021-05-28
LI-10057,OPP-5140,PRD-9004,Creative Director - Day Rate,Creative Director,per day,8237.0,5,41185.0,4.9,39166.93,0,2021-05-28
LI-10058,OPP-5141,PRD-9023,Analytics & Reporting,Analytics & Reporting,per month,5407.37,4,21629.48,3.5,20872.45,0,2023-05-08
LI-10059,OPP-5141,PRD-9017,Digital Marketing - Hourly,Digital Marketing,per hour,400.61,20,8012.2,10.4,7178.93,1,2023-05-08
LI-10060,OPP-5141,PRD-9016,Campaign Strategy Fee,Campaign Strategy Fee,flat fee,94060.69,1,94060.69,0.7,93402.27,0,2023-05-08
LI-10061,OPP-5141,PRD-9019,Media Planning & Buying,Media Planning & Buying,flat fee,82319.65,1,82319.65,9.5,74499.28,1,2023-05-08
LI-10062,OPP-5141,PRD-9021,Event Marketing,Event Marketing,flat fee,24714.75,1,24714.75,6.8,23034.15,1,2023-05-08
LI-10063,OPP-5141,PRD-9022,Content Creation Package,Content Creation Package,flat fee,55763.17,1,55763.17,3.8,53644.17,0,2023-05-08
LI-10064,OPP-5142,PRD-9019,Media Planning & Buying,Media Planning & Buying,flat fee,62012.12,1,62012.12,15.4,52462.25,1,2020-11-08
LI-10065,OPP-5142,PRD-9022,Content Creation Package,Content Creation Package,flat fee,31209.39,1,31209.39,11.8,27526.68,1,2020-11-08
LI-10066,OPP-5142,PRD-9021,Event Marketing,Event Marketing,flat fee,32935.62,1,32935.62,4.4,31486.45,0,2020-11-08
LI-10067,OPP-5142,PRD-9018,Social Media Management,Social Media Management,per month,7431.25,4,29725.0,1.8,29189.95,0,2020-11-08
LI-10068,OPP-5142,PRD-9023,Analytics & Reporting,Analytics & Reporting,per month,2093.57,3,6280.71,3.0,6092.29,0,2020-11-08
LI-10069,OPP-5142,PRD-9016,Campaign Strategy Fee,Campaign Strategy Fee,flat fee,14045.82,1,14045.82,4.2,13455.9,0,2020-11-08
LI-10070,OPP-5142,PRD-9017,Digital Marketing - Hourly,Digital Marketing,per hour,143.09,38,5437.42,13.6,4697.93,1,2020-11-08
LI-10071,OPP-5142,PRD-9020,Branding & Identity,Branding & Identity,flat fee,59854.12,1,59854.12,12.0,52671.63,1,2020-11-08
LI-10072,OPP-5143,PRD-9027,Character License - MG,Character License,flat fee,198989.51,1,198989.51,36.7,125960.36,1,2018-12-16
LI-10073,OPP-5143,PRD-9026,Trademark License Fee,Trademark License Fee,flat fee,75510.49,1,75510.49,45.8,40926.69,1,2018-12-16
LI-10074,OPP-5144,PRD-9013,Post-Production Fee,Post-Production Fee,flat fee,68899.34,1,68899.34,8.9,62767.3,1,2024-12-11
LI-10075,OPP-5144,PRD-9010,Director - Day Rate,Director,per day,17264.21,6,103585.26,6.1,97266.56,1,2024-12-11
LI-10076,OPP-5144,PRD-9012,Content Writer - Day Rate,Content Writer,per day,5005.13,3,15015.39,16.3,12567.88,1,2024-12-11
LI-10077,OPP-5145,PRD-9024,Brand License - Minimum Guarantee,Brand License,flat fee,507965.36,1,507965.36,4.0,487646.75,0,2017-10-01
LI-10078,OPP-5145,PRD-9025,Royalty Agreement Setup,Royalty Agreement Setup,flat fee,16650.77,1,16650.77,7.2,15451.91,1,2017-10-01
LI-10079,OPP-5145,PRD-9026,Trademark License Fee,Trademark License Fee,flat fee,130383.87,1,130383.87,10.0,117345.48,1,2017-10-01
LI-10080,OPP-5146,PRD-9019,Media Planning & Buying,Media Planning & Buying,flat fee,94098.31,1,94098.31,2.9,91369.46,0,2016-02-15
LI-10081,OPP-5146,PRD-9023,Analytics & Reporting,Analytics & Reporting,per month,8696.53,6,52179.18,2.9,50665.98,0,2016-02-15
LI-10082,OPP-5146,PRD-9021,Event Marketing,Event Marketing,flat fee,120824.87,1,120824.87,9.6,109225.68,1,2016-02-15
LI-10083,OPP-5146,PRD-9018,Social Media Management,Social Media Management,per month,28100.52,3,84301.56,4.0,80929.5,0,2016-02-15
LI-10084,OPP-5146,PRD-9017,Digital Marketing - Hourly,Digital Marketing,per hour,471.15,14,6596.1,9.7,5956.28,1,2016-02-15
LI-10085,OPP-5147,PRD-9003,Makeup Artist - Day Rate,Makeup Artist,per day,862.51,10,8625.1,18.8,7003.58,1,2021-10-07
LI-10086,OPP-5147,PRD-9000,Model - Day Rate,Model,per day,1621.87,8,12974.96,9.7,11716.39,1,2021-10-07
LI-10087,OPP-5147,PRD-9007,Usage Rights - Global,Usage Rights,flat fee,11909.38,1,11909.38,18.4,9718.05,1,2021-10-07
LI-10088,OPP-5147,PRD-9004,Creative Director - Day Rate,Creative Director,per day,3218.41,4,12873.64,7.6,11895.24,1,2021-10-07
LI-10089,OPP-5147,PRD-9008,Production - Location Rental,Production,flat fee,4766.15,1,4766.15,14.9,4055.99,1,2021-10-07
LI-10090,OPP-5147,PRD-9005,Usage Rights - Print,Usage Rights,flat fee,6378.35,1,6378.35,5.0,6059.43,0,2021-10-07
LI-10091,OPP-5147,PRD-9002,Stylist - Day Rate,Stylist,per day,2324.13,3,6972.39,14.1,5989.28,1,2021-10-07
LI-10092,OPP-5148,PRD-9010,Director - Day Rate,Director,per day,8580.59,4,34322.36,2.6,33429.98,0,2021-05-15
LI-10093,OPP-5148,PRD-9009,Scriptwriter - Project,Scriptwriter,flat fee,14959.87,1,14959.87,26.1,11055.34,1,2021-05-15
LI-10094,OPP-5148,PRD-9015,Photography Package,Photography Package,flat fee,23368.03,1,23368.03,42.3,13483.35,1,2021-05-15
LI-10095,OPP-5148,PRD-9012,Content Writer - Day Rate,Content Writer,per day,2116.57,3,6349.71,11.0,5651.24,1,2021-05-15
LI-10096,OPP-5149,PRD-9015,Photography Package,Photography Package,flat fee,56729.95,1,56729.95,12.7,49525.25,1,2024-03-17
LI-10097,OPP-5149,PRD-9009,Scriptwriter - Project,Scriptwriter,flat fee,34449.51,1,34449.51,2.4,33622.72,0,2024-03-17
LI-10098,OPP-5149,PRD-9011,Designer - Day Rate,Designer,per day,2909.33,10,29093.3,2.2,28453.25,0,2024-03-17
LI-10099,OPP-5149,PRD-9012,Content Writer - Day Rate,Content Writer,per day,3795.59,9,34160.31,5.9,32144.85,1,2024-03-17
LI-10100,OPP-5149,PRD-9013,Post-Production Fee,Post-Production Fee,flat fee,45647.04,1,45647.04,6.3,42771.28,1,2024-03-17
LI-10101,OPP-5149,PRD-9010,Director - Day Rate,Director,per day,10229.97,4,40919.88,1.5,40306.08,0,2024-03-17
LI-10102,OPP-5150,PRD-9013,Post-Production Fee,Post-Production Fee,flat fee,49003.18,1,49003.18,3.8,47141.06,0,2017-12-28
LI-10103,OPP-5150,PRD-9012,Content Writer - Day Rate,Content Writer,per day,9620.14,6,57720.84,16.9,47966.02,1,2017-12-28
LI-10104,OPP-5150,PRD-9010,Director - Day Rate,Director,per day,36506.01,2,73012.02,15.3,61841.18,1,2017-12-28
LI-10105,OPP-5150,PRD-9014,Video Production Package,Video Production Package,flat fee,128361.25,1,128361.25,4.3,122841.72,0,2017-12-28
LI-10106,OPP-5150,PRD-9011,Designer - Day Rate,Designer,per day,20951.34,2,41902.68,9.6,37880.02,1,2017-12-28
LI-10107,OPP-5151,PRD-9003,Makeup Artist - Day Rate,Makeup Artist,per day,8624.83,2,17249.66,4.2,16525.17,0,2024-07-17
LI-10108,OPP-5151,PRD-9001,Photographer - Day Rate,Photographer,per day,13331.72,2,26663.44,9.1,24237.07,1,2024-07-17
LI-10109,OPP-5151,PRD-9002,Stylist - Day Rate,Stylist,per day,7818.77,7,54731.39,5.4,51775.89,1,2024-07-17
LI-10110,OPP-5151,PRD-9000,Model - Day Rate,Model,per day,23082.59,2,46165.18,9.8,41640.99,1,2024-07-17
LI-10111,OPP-5151,PRD-9007,Usage Rights - Global,Usage Rights,flat fee,46690.34,1,46690.34,7.1,43375.33,1,2024-07-17
LI-10112,OPP-5152,PRD-9006,Usage Rights - Digital,Usage Rights,flat fee,2042.62,1,2042.62,29.2,1446.17,1,2023-11-09
LI-10113,OPP-5152,PRD-9007,Usage Rights - Global,Usage Rights,flat fee,11736.72,1,11736.72,39.8,7065.51,1,2023-11-09
LI-10114,OPP-5152,PRD-9003,Makeup Artist - Day Rate,Makeup Artist,per day,1457.19,8,11657.52,24.7,8778.11,1,2023-11-09
LI-10115,OPP-5152,PRD-9001,Photographer - Day Rate,Photographer,per day,1333.01,3,3999.03,19.7,3211.22,1,2023-11-09
LI-10116,OPP-5152,PRD-9000,Model - Day Rate,Model,per day,4370.74,5,21853.7,44.1,12216.22,1,2023-11-09
LI-10117,OPP-5152,PRD-9005,Usage Rights - Print,Usage Rights,flat fee,6710.41,1,6710.41,20.4,5341.49,1,2023-11-09
LI-10118,OPP-5153,PRD-9030,License Renewal Fee,License Renewal Fee,flat fee,53864.65,1,53864.65,3.7,51871.66,0,2020-04-01
LI-10119,OPP-5153,PRD-9027,Character License - MG,Character License,flat fee,158503.35,1,158503.35,5.9,149151.65,1,2020-04-01
LI-10120,OPP-5153,PRD-9024,Brand License - Minimum Guarantee,Brand License,flat fee,340039.41,1,340039.41,7.6,314196.41,1,2020-04-01
LI-10121,OPP-5153,PRD-9026,Trademark License Fee,Trademark License Fee,flat fee,28092.59,1,28092.59,2.1,27502.65,0,2020-04-01
LI-10122,OPP-5154,PRD-9018,Social Media Management,Social Media Management,per month,9452.58,5,47262.9,7.8,43576.39,1,2022-06-06
LI-10123,OPP-5154,PRD-9020,Branding & Identity,Branding & Identity,flat fee,41771.57,1,41771.57,11.2,37093.15,1,2022-06-06
LI-10124,OPP-5154,PRD-9022,Content Creation Package,Content Creation Package,flat fee,15184.58,1,15184.58,4.2,14546.83,0,2022-06-06
LI-10125,OPP-5154,PRD-9016,Campaign Strategy Fee,Campaign Strategy Fee,flat fee,32370.57,1,32370.57,9.4,29327.74,1,2022-06-06
LI-10126,OPP-5154,PRD-9021,Event Marketing,Event Marketing,flat fee,52910.37,1,52910.37,27.2,38518.75,1,2022-06-06
LI-10127,OPP-5155,PRD-9017,Digital Marketing - Hourly,Digital Marketing,per hour,684.84,76,52047.84,8.7,47519.68,1,2021-11-24
LI-10128,OPP-5155,PRD-9018,Social Media Management,Social Media Management,per month,22107.78,2,44215.56,3.5,42668.02,0,2021-11-24
LI-10129,OPP-5155,PRD-9022,Content Creation Package,Content Creation Package,flat fee,64736.63,1,64736.63,4.7,61694.01,0,2021-11-24
LI-10130,OPP-5156,PRD-9016,Campaign Strategy Fee,Campaign Strategy Fee,flat fee,69529.24,1,69529.24,1.5,68486.3,0,2023-11-27
LI-10131,OPP-5156,PRD-9019,Media Planning & Buying,Media Planning & Buying,flat fee,50895.57,1,50895.57,1.2,50284.82,0,2023-11-27
LI-10132,OPP-5156,PRD-9023,Analytics & Reporting,Analytics & Reporting,per month,7971.08,1,7971.08,2.5,7771.8,0,2023-11-27
LI-10133,OPP-5156,PRD-9022,Content Creation Package,Content Creation Package,flat fee,16620.74,1,16620.74,1.8,16321.57,0,2023-11-27
LI-10134,OPP-5156,PRD-9020,Branding & Identity,Branding & Identity,flat fee,83302.6,1,83302.6,2.1,81553.25,0,2023-11-27
LI-10135,OPP-5156,PRD-9017,Digital Marketing - Hourly,Digital Marketing,per hour,262.03,118,30919.54,6.1,29033.45,1,2023-11-27
LI-10136,OPP-5156,PRD-9018,Social Media Management,Social Media Management,per month,11587.09,3,34761.27,5.3,32918.92,1,2023-11-27
LI-10137,OPP-5157,PRD-9019,Media Planning & Buying,Media Planning & Buying,flat fee,22756.03,1,22756.03,13.9,19592.94,1,2016-05-18
LI-10138,OPP-5157,PRD-9017,Digital Marketing - Hourly,Digital Marketing,per hour,189.48,22,4168.56,11.2,3701.68,1,2016-05-18
LI-10139,OPP-5157,PRD-9021,Event Marketing,Event Marketing,flat fee,41943.94,1,41943.94,29.4,29612.42,1,2016-05-18
LI-10140,OPP-5157,PRD-9022,Content Creation Package,Content Creation Package,flat fee,35742.56,1,35742.56,2.4,34884.74,0,2016-05-18
LI-10141,OPP-5157,PRD-9016,Campaign Strategy Fee,Campaign Strategy Fee,flat fee,74888.85,1,74888.85,19.9,59985.97,1,2016-05-18
LI-10142,OPP-5158,PRD-9005,Usage Rights - Print,Usage Rights,flat fee,9723.68,1,9723.68,1.2,9607.0,0,2017-12-24
LI-10143,OPP-5158,PRD-9007,Usage Rights - Global,Usage Rights,flat fee,4216.31,1,4216.31,25.9,3124.29,1,2017-12-24
LI-10144,OPP-5158,PRD-9003,Makeup Artist - Day Rate,Makeup Artist,per day,1534.01,6,9204.06,23.1,7077.92,1,2017-12-24
LI-10145,OPP-5158,PRD-9000,Model - Day Rate,Model,per day,6893.42,9,62040.78,6.2,58194.25,1,2017-12-24
LI-10146,OPP-5158,PRD-9001,Photographer - Day Rate,Photographer,per day,2713.97,3,8141.91,8.8,7425.42,1,2017-12-24
LI-10147,OPP-5158,PRD-9008,Production - Location Rental,Production,flat fee,5472.07,1,5472.07,11.2,4859.2,1,2017-12-24
LI-10148,OPP-5158,PRD-9002,Stylist - Day Rate,Stylist,per day,1175.29,4,4701.16,26.3,3464.75,1,2017-12-24
LI-10149,OPP-5159,PRD-9030,License Renewal Fee,License Renewal Fee,flat fee,68007.05,1,68007.05,8.1,62498.48,1,2018-11-02
LI-10150,OPP-5159,PRD-9027,Character License - MG,Character License,flat fee,197992.95,1,197992.95,10.9,176411.72,1,2018-11-02
LI-10151,OPP-5160,PRD-9006,Usage Rights - Digital,Usage Rights,flat fee,26698.8,1,26698.8,3.7,25710.94,0,2024-10-02
LI-10152,OPP-5160,PRD-9008,Production - Location Rental,Production,flat fee,35716.79,1,35716.79,3.7,34395.27,0,2024-10-02
LI-10153,OPP-5160,PRD-9001,Photographer - Day Rate,Photographer,per day,23116.88,5,115584.4,6.9,107609.08,1,2024-10-02
LI-10154,OPP-5161,PRD-9009,Scriptwriter - Project,Scriptwriter,flat fee,13830.91,1,13830.91,27.8,9985.92,1,2024-07-19
LI-10155,OPP-5161,PRD-9014,Video Production Package,Video Production Package,flat fee,30669.09,1,30669.09,29.0,21775.05,1,2024-07-19
LI-10156,OPP-5162,PRD-9003,Makeup Artist - Day Rate,Makeup Artist,per day,3012.93,1,3012.93,19.5,2425.41,1,2018-03-12
LI-10157,OPP-5162,PRD-9002,Stylist - Day Rate,Stylist,per day,6548.11,3,19644.33,4.5,18760.34,0,2018-03-12
LI-10158,OPP-5162,PRD-9005,Usage Rights - Print,Usage Rights,flat fee,28539.27,1,28539.27,2.4,27854.33,0,2018-03-12
LI-10159,OPP-5162,PRD-9000,Model - Day Rate,Model,per day,6356.32,5,31781.6,19.6,25552.41,1,2018-03-12
LI-10160,OPP-5162,PRD-9008,Production - Location Rental,Production,flat fee,15021.9,1,15021.9,5.6,14180.67,1,2018-03-12
LI-10161,OPP-5163,PRD-9026,Trademark License Fee,Trademark License Fee,flat fee,69650.98,1,69650.98,13.0,60596.35,1,2017-08-27
LI-10162,OPP-5163,PRD-9025,Royalty Agreement Setup,Royalty Agreement Setup,flat fee,12954.81,1,12954.81,0.9,12838.22,0,2017-08-27
LI-10163,OPP-5163,PRD-9030,License Renewal Fee,License Renewal Fee,flat fee,74234.51,1,74234.51,8.3,68073.05,1,2017-08-27
LI-10164,OPP-5163,PRD-9024,Brand License - Minimum Guarantee,Brand License,flat fee,323659.7,1,323659.7,3.0,313949.91,0,2017-08-27
LI-10165,OPP-5164,PRD-9018,Social Media Management,Social Media Management,per month,21743.94,2,43487.88,12.6,38008.41,1,2023-10-15
LI-10166,OPP-5164,PRD-9022,Content Creation Package,Content Creation Package,flat fee,29091.35,1,29091.35,17.6,23971.27,1,2023-10-15
LI-10167,OPP-5164,PRD-9016,Campaign Strategy Fee,Campaign Strategy Fee,flat fee,101383.28,1,101383.28,12.8,88406.22,1,2023-10-15
LI-10168,OPP-5164,PRD-9021,Event Marketing,Event Marketing,flat fee,85643.54,1,85643.54,17.9,70313.35,1,2023-10-15
LI-10169,OPP-5164,PRD-9017,Digital Marketing - Hourly,Digital Marketing,per hour,409.92,88,36072.96,0.9,35748.3,0,2023-10-15
LI-10170,OPP-5164,PRD-9020,Branding & Identity,Branding & Identity,flat fee,41321.18,1,41321.18,7.9,38056.81,1,2023-10-15
LI-10171,OPP-5165,PRD-9015,Photography Package,Photography Package,flat fee,22938.87,1,22938.87,10.9,20438.53,1,2018-10-19
LI-10172,OPP-5165,PRD-9014,Video Production Package,Video Production Package,flat fee,73561.13,1,73561.13,9.3,66719.94,1,2018-10-19
LI-10173,OPP-5166,PRD-9001,Photographer - Day Rate,Photographer,per day,1688.76,9,15198.84,18.9,12326.26,1,2023-01-02
LI-10174,OPP-5166,PRD-9006,Usage Rights - Digital,Usage Rights,flat fee,11951.26,1,11951.26,7.2,11090.77,1,2023-01-02
LI-10175,OPP-5166,PRD-9004,Creative Director - Day Rate,Creative Director,per day,2117.41,4,8469.64,21.5,6648.67,1,2023-01-02
LI-10176,OPP-5166,PRD-9000,Model - Day Rate,Model,per day,9809.36,5,49046.8,5.9,46153.04,1,2023-01-02
LI-10177,OPP-5166,PRD-9003,Makeup Artist - Day Rate,Makeup Artist,per day,833.49,1,833.49,9.2,756.81,1,2023-01-02
LI-10178,OPP-5167,PRD-9024,Brand License - Minimum Guarantee,Brand License,flat fee,89000.0,1,89000.0,18.0,72980.0,1,2022-05-18
LI-10179,OPP-5168,PRD-9004,Creative Director - Day Rate,Creative Director,per day,4854.21,4,19416.84,13.3,16834.4,1,2016-03-12
LI-10180,OPP-5168,PRD-9003,Makeup Artist - Day Rate,Makeup Artist,per day,2083.17,1,2083.17,5.3,1972.76,1,2016-03-12
LI-10181,OPP-5169,PRD-9014,Video Production Package,Video Production Package,flat fee,161630.21,1,161630.21,24.4,122192.44,1,2021-11-26
LI-10182,OPP-5169,PRD-9009,Scriptwriter - Project,Scriptwriter,flat fee,183369.79,1,183369.79,6.6,171267.38,1,2021-11-26
LI-10183,OPP-5170,PRD-9013,Post-Production Fee,Post-Production Fee,flat fee,41798.24,1,41798.24,4.7,39833.72,0,2022-03-26
